program,jurisdiction,element,family,scope_version,citation_path,note
ccdf,us-ak,ccdf-s03,CCDF state plan 2.2.2,,,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
ccdf,us-ak,ccdf-s04,CCDF state plan 2.2.3-2.2.4,,,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
ccdf,us-ak,ccdf-s05,CCDF state plan 2.5.5,,,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
ccdf,us-ak,ccdf-s06,CCDF state plan 2.2.6,,,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
ccdf,us-ak,ccdf-s07,CCDF state plan 2.2.5,,,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
ccdf,us-ak,ccdf-s08,CCDF state plan 2.2.7,,,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
ccdf,us-ak,ccdf-s09,CCDF state plan 2.2 / 2.3,,,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
ccdf,us-ak,ccdf-s10,CCDF state plan 2.3.1-2.3.3,,,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
ccdf,us-ak,ccdf-s11,CCDF state plan 2.5.2,,,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
ccdf,us-ak,ccdf-s12,CCDF state plan 2.5.3,,,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
ccdf,us-ak,ccdf-s13,CCDF state plan 2.5.4,,,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
ccdf,us-ak,ccdf-s14,CCDF state plan 2.1 / 2.5,,,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
ccdf,us-ak,ccdf-s15,CCDF state plan 3.1.1-3.1.2 (fee table),,,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
ccdf,us-ak,ccdf-s16,CCDF state plan 3.2.1,,,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
ccdf,us-ak,ccdf-s17,CCDF state plan 3.3.1,,,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
ccdf,us-ak,ccdf-s18,CCDF state plan 4.1.1,,,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
ccdf,us-ak,ccdf-s19,CCDF state plan 4.2,,,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
ccdf,us-ak,ccdf-s20,CCDF state plan 4.3.1-4.3.2 (rate tables as of plan date),,,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
ccdf,us-ak,ccdf-s21,CCDF state plan 4.3.3,,,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
ccdf,us-ak,ccdf-s22,CCDF state plan 4.4.1-4.4.3,,,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
ccdf,us-ak,ccdf-s23,CCDF state plan section 5,,,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
ccdf,us-ak,ccdf-s24,CCDF state plan 2.2.9,,,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
ccdf,us-ak,ccdf-s25,CCDF state plan 10.1-10.2,,,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
ccdf,us-ak,ccdf-s26,CCDF state plan (Lead Agency publication reached via the ACF index),,,publisher posts only the 2024-05-24 draft '2025-2027 CCDF State Plan 052424.pdf' on the Online Public Notice (no approved or certified plan posted); reviewer decision whether a draft counts
ccdf,us-ak,ccdf-s28,"amended plans posted on Lead Agency pages (inventoried, not taken except where the only posted version)",,,queue row records no amendment on the Lead Agency page; whether an amendment has since been approved is unverified
ccdf,us-ak,ccdf-s29,state regulation/manual for the subsidy program (CCAP/CCS/ERDC/Wisconsin Shares etc.),,,no selected scope carries the state's child-care subsidy rulebook (heading scan of the selected TANF/combined scope 2026-09-12 found no subsidy chapter) and no queue row inventoried it
ccdf,us-ak,ccdf-s30,state rate schedules / MRS sheets / transmittals (state-published),,,current rate/copay schedule family not inventoried for this state; the plan carries the values as of its submission only
ccdf,us-al,ccdf-s28,"amended plans posted on Lead Agency pages (inventoried, not taken except where the only posted version)",,,queue row records no amendment on the Lead Agency page; whether an amendment has since been approved is unverified
ccdf,us-al,ccdf-s29,state regulation/manual for the subsidy program (CCAP/CCS/ERDC/Wisconsin Shares etc.),,,no selected scope carries the state's child-care subsidy rulebook (heading scan of the selected TANF/combined scope 2026-09-12 found no subsidy chapter) and no queue row inventoried it
ccdf,us-al,ccdf-s30,state rate schedules / MRS sheets / transmittals (state-published),,,current rate/copay schedule family not inventoried for this state; the plan carries the values as of its submission only
ccdf,us-ar,ccdf-s29,state regulation/manual for the subsidy program (CCAP/CCS/ERDC/Wisconsin Shares etc.),,,no selected scope carries the state's child-care subsidy rulebook (heading scan of the selected TANF/combined scope 2026-09-12 found no subsidy chapter) and no queue row inventoried it
ccdf,us-ar,ccdf-s30,state rate schedules / MRS sheets / transmittals (state-published),,,current rate/copay schedule family not inventoried for this state; the plan carries the values as of its submission only
ccdf,us-az,ccdf-s30,state rate schedules / MRS sheets / transmittals (state-published),,,"CCAP income/fee schedule FFY2026 is encoded in rulespec-us (us-az/policies/des/ccap/income-fee-schedule-ffy2026), source in the selected AZ CCAP scope; whether it is the current-year schedule is unverified"
ccdf,us-ca,ccdf-s29,state regulation/manual for the subsidy program (CCAP/CCS/ERDC/Wisconsin Shares etc.),,,no selected scope carries the state's child-care subsidy rulebook (heading scan of the selected TANF/combined scope 2026-09-12 found no subsidy chapter) and no queue row inventoried it
ccdf,us-ca,ccdf-s30,state rate schedules / MRS sheets / transmittals (state-published),,,current rate/copay schedule family not inventoried for this state; the plan carries the values as of its submission only
ccdf,us-co,ccdf-s28,"amended plans posted on Lead Agency pages (inventoried, not taken except where the only posted version)",,,queue row records no amendment on the Lead Agency page; whether an amendment has since been approved is unverified
ccdf,us-ct,ccdf-s28,"amended plans posted on Lead Agency pages (inventoried, not taken except where the only posted version)",,,queue row records no amendment on the Lead Agency page; whether an amendment has since been approved is unverified
ccdf,us-ct,ccdf-s29,state regulation/manual for the subsidy program (CCAP/CCS/ERDC/Wisconsin Shares etc.),,,no selected scope carries the state's child-care subsidy rulebook (heading scan of the selected TANF/combined scope 2026-09-12 found no subsidy chapter) and no queue row inventoried it
ccdf,us-dc,ccdf-s29,state regulation/manual for the subsidy program (CCAP/CCS/ERDC/Wisconsin Shares etc.),,,no selected scope carries the state's child-care subsidy rulebook (heading scan of the selected TANF/combined scope 2026-09-12 found no subsidy chapter) and no queue row inventoried it
ccdf,us-dc,ccdf-s30,state rate schedules / MRS sheets / transmittals (state-published),,,current rate/copay schedule family not inventoried for this state; the plan carries the values as of its submission only
ccdf,us-de,ccdf-s28,"amended plans posted on Lead Agency pages (inventoried, not taken except where the only posted version)",,,queue row records no amendment on the Lead Agency page; whether an amendment has since been approved is unverified
ccdf,us-de,ccdf-s29,state regulation/manual for the subsidy program (CCAP/CCS/ERDC/Wisconsin Shares etc.),,,no selected scope carries the state's child-care subsidy rulebook (heading scan of the selected TANF/combined scope 2026-09-12 found no subsidy chapter) and no queue row inventoried it
ccdf,us-de,ccdf-s30,state rate schedules / MRS sheets / transmittals (state-published),,,current rate/copay schedule family not inventoried for this state; the plan carries the values as of its submission only
ccdf,us-fl,ccdf-s28,"amended plans posted on Lead Agency pages (inventoried, not taken except where the only posted version)",,,queue row records no amendment on the Lead Agency page; whether an amendment has since been approved is unverified
ccdf,us-fl,ccdf-s29,state regulation/manual for the subsidy program (CCAP/CCS/ERDC/Wisconsin Shares etc.),,,no selected scope carries the state's child-care subsidy rulebook (heading scan of the selected TANF/combined scope 2026-09-12 found no subsidy chapter) and no queue row inventoried it
ccdf,us-fl,ccdf-s30,state rate schedules / MRS sheets / transmittals (state-published),,,current rate/copay schedule family not inventoried for this state; the plan carries the values as of its submission only
ccdf,us-ga,ccdf-s02,CCDF state plan 2.2.1,,,GA plan pages (CAPS scope) did not match the section label + pattern; read the pages
ccdf,us-ga,ccdf-s03,CCDF state plan 2.2.2,,,GA plan pages (CAPS scope) did not match the section label + pattern; read the pages
ccdf,us-ga,ccdf-s04,CCDF state plan 2.2.3-2.2.4,,,GA plan pages (CAPS scope) did not match the section label + pattern; read the pages
ccdf,us-ga,ccdf-s05,CCDF state plan 2.5.5,,,GA plan pages (CAPS scope) did not match the section label + pattern; read the pages
ccdf,us-ga,ccdf-s06,CCDF state plan 2.2.6,,,GA plan pages (CAPS scope) did not match the section label + pattern; read the pages
ccdf,us-ga,ccdf-s07,CCDF state plan 2.2.5,,,GA plan pages (CAPS scope) did not match the section label + pattern; read the pages
ccdf,us-ga,ccdf-s08,CCDF state plan 2.2.7,,,GA plan pages (CAPS scope) did not match the section label + pattern; read the pages
ccdf,us-ga,ccdf-s11,CCDF state plan 2.5.2,,,GA plan pages (CAPS scope) did not match the section label + pattern; read the pages
ccdf,us-ga,ccdf-s12,CCDF state plan 2.5.3,,,GA plan pages (CAPS scope) did not match the section label + pattern; read the pages
ccdf,us-ga,ccdf-s13,CCDF state plan 2.5.4,,,GA plan pages (CAPS scope) did not match the section label + pattern; read the pages
ccdf,us-ga,ccdf-s14,CCDF state plan 2.1 / 2.5,,,GA plan pages (CAPS scope) did not match the section label + pattern; read the pages
ccdf,us-ga,ccdf-s15,CCDF state plan 3.1.1-3.1.2 (fee table),,,GA plan pages (CAPS scope) did not match the section label + pattern; read the pages
ccdf,us-ga,ccdf-s16,CCDF state plan 3.2.1,,,GA plan pages (CAPS scope) did not match the section label + pattern; read the pages
ccdf,us-ga,ccdf-s17,CCDF state plan 3.3.1,,,GA plan pages (CAPS scope) did not match the section label + pattern; read the pages
ccdf,us-ga,ccdf-s18,CCDF state plan 4.1.1,,,GA plan pages (CAPS scope) did not match the section label + pattern; read the pages
ccdf,us-ga,ccdf-s19,CCDF state plan 4.2,,,GA plan pages (CAPS scope) did not match the section label + pattern; read the pages
ccdf,us-ga,ccdf-s20,CCDF state plan 4.3.1-4.3.2 (rate tables as of plan date),,,GA plan pages (CAPS scope) did not match the section label + pattern; read the pages
ccdf,us-ga,ccdf-s21,CCDF state plan 4.3.3,,,GA plan pages (CAPS scope) did not match the section label + pattern; read the pages
ccdf,us-ga,ccdf-s22,CCDF state plan 4.4.1-4.4.3,,,GA plan pages (CAPS scope) did not match the section label + pattern; read the pages
ccdf,us-ga,ccdf-s24,CCDF state plan 2.2.9,,,GA plan pages (CAPS scope) did not match the section label + pattern; read the pages
ccdf,us-ga,ccdf-s25,CCDF state plan 10.1-10.2,,,GA plan pages (CAPS scope) did not match the section label + pattern; read the pages
ccdf,us-ga,ccdf-s30,state rate schedules / MRS sheets / transmittals (state-published),,,CAPS Appendix C reimbursement rates and Appendix D family fee chart are in the selected CAPS scope (June 2026); whether it is the current-year schedule is unverified
ccdf,us-hi,ccdf-s28,"amended plans posted on Lead Agency pages (inventoried, not taken except where the only posted version)",,,queue row records no amendment on the Lead Agency page; whether an amendment has since been approved is unverified
ccdf,us-hi,ccdf-s29,state regulation/manual for the subsidy program (CCAP/CCS/ERDC/Wisconsin Shares etc.),,,no selected scope carries the state's child-care subsidy rulebook (heading scan of the selected TANF/combined scope 2026-09-12 found no subsidy chapter) and no queue row inventoried it
ccdf,us-hi,ccdf-s30,state rate schedules / MRS sheets / transmittals (state-published),,,current rate/copay schedule family not inventoried for this state; the plan carries the values as of its submission only
ccdf,us-ia,ccdf-s29,state regulation/manual for the subsidy program (CCAP/CCS/ERDC/Wisconsin Shares etc.),,,no selected scope carries the state's child-care subsidy rulebook (heading scan of the selected TANF/combined scope 2026-09-12 found no subsidy chapter) and no queue row inventoried it
ccdf,us-ia,ccdf-s30,state rate schedules / MRS sheets / transmittals (state-published),,,current rate/copay schedule family not inventoried for this state; the plan carries the values as of its submission only
ccdf,us-id,ccdf-s28,"amended plans posted on Lead Agency pages (inventoried, not taken except where the only posted version)",,,queue row records no amendment on the Lead Agency page; whether an amendment has since been approved is unverified
ccdf,us-il,ccdf-s28,"amended plans posted on Lead Agency pages (inventoried, not taken except where the only posted version)",,,queue row records no amendment on the Lead Agency page; whether an amendment has since been approved is unverified
ccdf,us-il,ccdf-s30,state rate schedules / MRS sheets / transmittals (state-published),,,current rate/copay schedule family not inventoried for this state; the plan carries the values as of its submission only
ccdf,us-in,ccdf-s28,"amended plans posted on Lead Agency pages (inventoried, not taken except where the only posted version)",,,queue row records no amendment on the Lead Agency page; whether an amendment has since been approved is unverified
ccdf,us-in,ccdf-s30,state rate schedules / MRS sheets / transmittals (state-published),,,current rate/copay schedule family not inventoried for this state; the plan carries the values as of its submission only
ccdf,us-ks,ccdf-s28,"amended plans posted on Lead Agency pages (inventoried, not taken except where the only posted version)",,,queue row records no amendment on the Lead Agency page; whether an amendment has since been approved is unverified
ccdf,us-ks,ccdf-s30,state rate schedules / MRS sheets / transmittals (state-published),,,current rate/copay schedule family not inventoried for this state; the plan carries the values as of its submission only
ccdf,us-ky,ccdf-s28,"amended plans posted on Lead Agency pages (inventoried, not taken except where the only posted version)",,,queue row records no amendment on the Lead Agency page; whether an amendment has since been approved is unverified
ccdf,us-la,ccdf-s29,state regulation/manual for the subsidy program (CCAP/CCS/ERDC/Wisconsin Shares etc.),,,no selected scope carries the state's child-care subsidy rulebook (heading scan of the selected TANF/combined scope 2026-09-12 found no subsidy chapter) and no queue row inventoried it
ccdf,us-ma,ccdf-s29,state regulation/manual for the subsidy program (CCAP/CCS/ERDC/Wisconsin Shares etc.),,,no selected scope carries the state's child-care subsidy rulebook (heading scan of the selected TANF/combined scope 2026-09-12 found no subsidy chapter) and no queue row inventoried it
ccdf,us-ma,ccdf-s30,state rate schedules / MRS sheets / transmittals (state-published),,,current rate/copay schedule family not inventoried for this state; the plan carries the values as of its submission only
ccdf,us-mi,ccdf-s30,state rate schedules / MRS sheets / transmittals (state-published),,,current rate/copay schedule family not inventoried for this state; the plan carries the values as of its submission only
ccdf,us-mn,ccdf-s29,state regulation/manual for the subsidy program (CCAP/CCS/ERDC/Wisconsin Shares etc.),,,no selected scope carries the state's child-care subsidy rulebook (heading scan of the selected TANF/combined scope 2026-09-12 found no subsidy chapter) and no queue row inventoried it
ccdf,us-ms,ccdf-s28,"amended plans posted on Lead Agency pages (inventoried, not taken except where the only posted version)",,,queue row records no amendment on the Lead Agency page; whether an amendment has since been approved is unverified
ccdf,us-ms,ccdf-s29,state regulation/manual for the subsidy program (CCAP/CCS/ERDC/Wisconsin Shares etc.),,,no selected scope carries the state's child-care subsidy rulebook (heading scan of the selected TANF/combined scope 2026-09-12 found no subsidy chapter) and no queue row inventoried it
ccdf,us-mt,ccdf-s28,"amended plans posted on Lead Agency pages (inventoried, not taken except where the only posted version)",,,queue row records no amendment on the Lead Agency page; whether an amendment has since been approved is unverified
ccdf,us-mt,ccdf-s29,state regulation/manual for the subsidy program (CCAP/CCS/ERDC/Wisconsin Shares etc.),,,no selected scope carries the state's child-care subsidy rulebook (heading scan of the selected TANF/combined scope 2026-09-12 found no subsidy chapter) and no queue row inventoried it
ccdf,us-mt,ccdf-s30,state rate schedules / MRS sheets / transmittals (state-published),,,current rate/copay schedule family not inventoried for this state; the plan carries the values as of its submission only
ccdf,us-nc,ccdf-s29,state regulation/manual for the subsidy program (CCAP/CCS/ERDC/Wisconsin Shares etc.),,,no selected scope carries the state's child-care subsidy rulebook (heading scan of the selected TANF/combined scope 2026-09-12 found no subsidy chapter) and no queue row inventoried it
ccdf,us-nd,ccdf-s29,state regulation/manual for the subsidy program (CCAP/CCS/ERDC/Wisconsin Shares etc.),,,no selected scope carries the state's child-care subsidy rulebook (heading scan of the selected TANF/combined scope 2026-09-12 found no subsidy chapter) and no queue row inventoried it
ccdf,us-nd,ccdf-s30,state rate schedules / MRS sheets / transmittals (state-published),,,current rate/copay schedule family not inventoried for this state; the plan carries the values as of its submission only
ccdf,us-ne,ccdf-s28,"amended plans posted on Lead Agency pages (inventoried, not taken except where the only posted version)",,,queue row records no amendment on the Lead Agency page; whether an amendment has since been approved is unverified
ccdf,us-ne,ccdf-s30,state rate schedules / MRS sheets / transmittals (state-published),,,current rate/copay schedule family not inventoried for this state; the plan carries the values as of its submission only
ccdf,us-nh,ccdf-s28,"amended plans posted on Lead Agency pages (inventoried, not taken except where the only posted version)",,,queue row records no amendment on the Lead Agency page; whether an amendment has since been approved is unverified
ccdf,us-nh,ccdf-s30,state rate schedules / MRS sheets / transmittals (state-published),,,current rate/copay schedule family not inventoried for this state; the plan carries the values as of its submission only
ccdf,us-nj,ccdf-s28,"amended plans posted on Lead Agency pages (inventoried, not taken except where the only posted version)",,,queue row records no amendment on the Lead Agency page; whether an amendment has since been approved is unverified
ccdf,us-nj,ccdf-s29,state regulation/manual for the subsidy program (CCAP/CCS/ERDC/Wisconsin Shares etc.),,,no selected scope carries the state's child-care subsidy rulebook (heading scan of the selected TANF/combined scope 2026-09-12 found no subsidy chapter) and no queue row inventoried it
ccdf,us-nm,ccdf-s28,"amended plans posted on Lead Agency pages (inventoried, not taken except where the only posted version)",,,queue row records no amendment on the Lead Agency page; whether an amendment has since been approved is unverified
ccdf,us-nm,ccdf-s30,state rate schedules / MRS sheets / transmittals (state-published),,,current rate/copay schedule family not inventoried for this state; the plan carries the values as of its submission only
ccdf,us-nv,ccdf-s28,"amended plans posted on Lead Agency pages (inventoried, not taken except where the only posted version)",,,queue row records no amendment on the Lead Agency page; whether an amendment has since been approved is unverified
ccdf,us-nv,ccdf-s29,state regulation/manual for the subsidy program (CCAP/CCS/ERDC/Wisconsin Shares etc.),,,no selected scope carries the state's child-care subsidy rulebook (heading scan of the selected TANF/combined scope 2026-09-12 found no subsidy chapter) and no queue row inventoried it
ccdf,us-nv,ccdf-s30,state rate schedules / MRS sheets / transmittals (state-published),,,current rate/copay schedule family not inventoried for this state; the plan carries the values as of its submission only
ccdf,us-oh,ccdf-s30,state rate schedules / MRS sheets / transmittals (state-published),,,current rate/copay schedule family not inventoried for this state; the plan carries the values as of its submission only
ccdf,us-ok,ccdf-s28,"amended plans posted on Lead Agency pages (inventoried, not taken except where the only posted version)",,,queue row records no amendment on the Lead Agency page; whether an amendment has since been approved is unverified
ccdf,us-ok,ccdf-s30,state rate schedules / MRS sheets / transmittals (state-published),,,current rate/copay schedule family not inventoried for this state; the plan carries the values as of its submission only
ccdf,us-pa,ccdf-s28,"amended plans posted on Lead Agency pages (inventoried, not taken except where the only posted version)",,,queue row records no amendment on the Lead Agency page; whether an amendment has since been approved is unverified
ccdf,us-pa,ccdf-s29,state regulation/manual for the subsidy program (CCAP/CCS/ERDC/Wisconsin Shares etc.),,,no selected scope carries the state's child-care subsidy rulebook (heading scan of the selected TANF/combined scope 2026-09-12 found no subsidy chapter) and no queue row inventoried it
ccdf,us-ri,ccdf-s28,"amended plans posted on Lead Agency pages (inventoried, not taken except where the only posted version)",,,queue row records no amendment on the Lead Agency page; whether an amendment has since been approved is unverified
ccdf,us-sc,ccdf-s28,"amended plans posted on Lead Agency pages (inventoried, not taken except where the only posted version)",,,queue row records no amendment on the Lead Agency page; whether an amendment has since been approved is unverified
ccdf,us-sd,ccdf-s30,state rate schedules / MRS sheets / transmittals (state-published),,,current rate/copay schedule family not inventoried for this state; the plan carries the values as of its submission only
ccdf,us-tn,ccdf-s28,"amended plans posted on Lead Agency pages (inventoried, not taken except where the only posted version)",,,queue row records no amendment on the Lead Agency page; whether an amendment has since been approved is unverified
ccdf,us-ut,ccdf-s28,"amended plans posted on Lead Agency pages (inventoried, not taken except where the only posted version)",,,queue row records no amendment on the Lead Agency page; whether an amendment has since been approved is unverified
ccdf,us-va,ccdf-s28,"amended plans posted on Lead Agency pages (inventoried, not taken except where the only posted version)",,,queue row records no amendment on the Lead Agency page; whether an amendment has since been approved is unverified
ccdf,us-va,ccdf-s29,state regulation/manual for the subsidy program (CCAP/CCS/ERDC/Wisconsin Shares etc.),,,no selected scope carries the state's child-care subsidy rulebook (heading scan of the selected TANF/combined scope 2026-09-12 found no subsidy chapter) and no queue row inventoried it
ccdf,us-wa,ccdf-s29,state regulation/manual for the subsidy program (CCAP/CCS/ERDC/Wisconsin Shares etc.),,,no selected scope carries the state's child-care subsidy rulebook (heading scan of the selected TANF/combined scope 2026-09-12 found no subsidy chapter) and no queue row inventoried it
ccdf,us-wa,ccdf-s30,state rate schedules / MRS sheets / transmittals (state-published),,,current rate/copay schedule family not inventoried for this state; the plan carries the values as of its submission only
ccdf,us-wi,ccdf-s28,"amended plans posted on Lead Agency pages (inventoried, not taken except where the only posted version)",,,queue row records no amendment on the Lead Agency page; whether an amendment has since been approved is unverified
ccdf,us-wi,ccdf-s30,state rate schedules / MRS sheets / transmittals (state-published),,,current rate/copay schedule family not inventoried for this state; the plan carries the values as of its submission only
ccdf,us-wv,ccdf-s28,"amended plans posted on Lead Agency pages (inventoried, not taken except where the only posted version)",,,queue row records no amendment on the Lead Agency page; whether an amendment has since been approved is unverified
ccdf,us-wv,ccdf-s29,state regulation/manual for the subsidy program (CCAP/CCS/ERDC/Wisconsin Shares etc.),,,no selected scope carries the state's child-care subsidy rulebook (heading scan of the selected TANF/combined scope 2026-09-12 found no subsidy chapter) and no queue row inventoried it
ccdf,us-wv,ccdf-s30,state rate schedules / MRS sheets / transmittals (state-published),,,current rate/copay schedule family not inventoried for this state; the plan carries the values as of its submission only
ccdf,us-wy,ccdf-s28,"amended plans posted on Lead Agency pages (inventoried, not taken except where the only posted version)",,,queue row records no amendment on the Lead Agency page; whether an amendment has since been approved is unverified
ccdf,us-wy,ccdf-s29,state regulation/manual for the subsidy program (CCAP/CCS/ERDC/Wisconsin Shares etc.),,,no selected scope carries the state's child-care subsidy rulebook (heading scan of the selected TANF/combined scope 2026-09-12 found no subsidy chapter) and no queue row inventoried it
ccdf,us-wy,ccdf-s30,state rate schedules / MRS sheets / transmittals (state-published),,,current rate/copay schedule family not inventoried for this state; the plan carries the values as of its submission only
