program,jurisdiction,element,old_status,new_status,scope_version,citation_path,note
tax,us-nc,F03,EXTRACTABLE,PRESENT,us-nc/form/2026-09-15-income-tax-forms-ty2025,us-nc/form/ncdor/ty2025/form-d-401-instructions,new: 2025 Form D-401 North Carolina Individual Income Tax Instructions; the tax table / rate schedule is printed inside this document (no separate product on the index)
tax,us-nc,F04,EXTRACTABLE,PRESENT,us-nc/form/2026-09-15-income-tax-forms-ty2025,us-nc/form/ncdor/ty2025/form-d-401-instructions,new: 2025 Form D-401 North Carolina Individual Income Tax Instructions
tax,us-nc,F05,EXTRACTABLE,PRESENT,us-nc/form/2026-09-15-income-tax-forms-ty2025,us-nc/form/ncdor/ty2025/form-d-401-instructions,new: 2025 Form D-401 North Carolina Individual Income Tax Instructions
tax,us-nd,F01,EXTRACTABLE,PRESENT,us-nd/form/2026-09-15-income-tax-forms-ty2025,us-nd/form/otc/ty2025/form-nd-1,new: 2025 Form ND-1 Individual Income Tax Return
tax,us-nd,F02,EXTRACTABLE,PRESENT,us-nd/form/2026-09-15-income-tax-forms-ty2025,us-nd/form/otc/ty2025/individual-income-tax-booklet,new: 2025 North Dakota Individual Income Tax Booklet (Form ND-1 instructions and tables)
tax,us-nd,F03,EXTRACTABLE,PRESENT,us-nd/form/2026-09-15-income-tax-forms-ty2025,us-nd/form/otc/ty2025/individual-income-tax-booklet,new: 2025 North Dakota Individual Income Tax Booklet (Form ND-1 instructions and tables); the tax table / rate schedule is printed inside this document (no separate product on the index)
tax,us-ne,F01,EXTRACTABLE,PRESENT,us-ne/form/2026-09-15-income-tax-forms-ty2025,us-ne/form/dor/ty2025/form-1040n,"new: Nebraska Individual Income Tax Return, Form 1040N (2025)"
tax,us-ne,F02,EXTRACTABLE,PRESENT,us-ne/form/2026-09-15-income-tax-forms-ty2025,us-ne/form/dor/ty2025/individual-income-tax-booklet,new: 2025 Nebraska Individual Income Tax and Amended Return Booklet
tax,us-ne,F03,EXTRACTABLE,PRESENT,us-ne/form/2026-09-15-income-tax-forms-ty2025,us-ne/form/dor/ty2025/tax-table,new: 2025 Nebraska Tax Table
tax,us-ne,F04,EXTRACTABLE,PRESENT,us-ne/form/2026-09-15-income-tax-forms-ty2025,us-ne/form/dor/ty2025/individual-income-tax-booklet,new: 2025 Nebraska Individual Income Tax and Amended Return Booklet
tax,us-ne,F05,EXTRACTABLE,PRESENT,us-ne/form/2026-09-15-income-tax-forms-ty2025,us-ne/form/dor/ty2025/individual-income-tax-booklet,new: 2025 Nebraska Individual Income Tax and Amended Return Booklet
tax,us-ny,F01,EXTRACTABLE,PRESENT,us-ny/form/2026-09-15-income-tax-forms-ty2025,us-ny/form/tax/ty2025/it-201,"new: Form IT-201 Resident Income Tax Return, full year January 1, 2025, through December 31, 2025"
tax,us-oh,F01,EXTRACTABLE,PRESENT,us-oh/form/2026-09-15-income-tax-forms-ty2025,us-oh/form/odt/ty2025/form-it-1040,"new: 2025 Ohio IT 1040 Individual Income Tax Return (original, fillable bundle with schedules)"
tax,us-oh,F02,EXTRACTABLE,PRESENT,us-oh/form/2026-09-15-income-tax-forms-ty2025,us-oh/form/odt/ty2025/it-1040-sd-100-instructions,new: Tax Year 2025 Instructions for Filing Original and Amended Individual Income Tax (IT 1040) and School District Income Tax (SD 100)
tax,us-oh,F03,EXTRACTABLE,PRESENT,us-oh/form/2026-09-15-income-tax-forms-ty2025,us-oh/form/odt/ty2025/it-1040-sd-100-instructions,new: Tax Year 2025 Instructions for Filing Original and Amended Individual Income Tax (IT 1040) and School District Income Tax (SD 100); the tax table / rate schedule is printed inside this document (no separate product on the index)
tax,us-oh,F04,EXTRACTABLE,PRESENT,us-oh/form/2026-09-15-income-tax-forms-ty2025,us-oh/form/odt/ty2025/it-1040-sd-100-instructions,new: Tax Year 2025 Instructions for Filing Original and Amended Individual Income Tax (IT 1040) and School District Income Tax (SD 100)
tax,us-oh,F05,EXTRACTABLE,PRESENT,us-oh/form/2026-09-15-income-tax-forms-ty2025,us-oh/form/odt/ty2025/it-1040-sd-100-instructions,new: Tax Year 2025 Instructions for Filing Original and Amended Individual Income Tax (IT 1040) and School District Income Tax (SD 100)
tax,us-or,F01,EXTRACTABLE,PRESENT,us-or/form/2026-09-15-income-tax-forms-ty2025,us-or/form/dor/ty2025/form-or-40,new: 2025 Form OR-40 Oregon Individual Income Tax Return for Full-year Residents
tax,us-or,F02,EXTRACTABLE,PRESENT,us-or/form/2026-09-15-income-tax-forms-ty2025,us-or/form/dor/ty2025/form-or-40-instructions,"new: 2025 Form OR-40 Instructions, Oregon Individual Income Tax Full-year Resident (updated January 29, 2026)"
tax,us-or,F03,EXTRACTABLE,PRESENT,us-or/form/2026-09-15-income-tax-forms-ty2025,us-or/form/dor/ty2025/form-or-40-instructions,"new: 2025 Form OR-40 Instructions, Oregon Individual Income Tax Full-year Resident (updated January 29, 2026); the tax table / rate schedule is printed inside this document (no separate product on the index)"
tax,us-or,F04,EXTRACTABLE,PRESENT,us-or/form/2026-09-15-income-tax-forms-ty2025,us-or/form/dor/ty2025/form-or-40-instructions,"new: 2025 Form OR-40 Instructions, Oregon Individual Income Tax Full-year Resident (updated January 29, 2026)"
tax,us-or,F05,EXTRACTABLE,PRESENT,us-or/form/2026-09-15-income-tax-forms-ty2025,us-or/form/dor/ty2025/form-or-40-instructions,"new: 2025 Form OR-40 Instructions, Oregon Individual Income Tax Full-year Resident (updated January 29, 2026)"
tax,us-ri,F01,EXTRACTABLE,PRESENT,us-ri/form/2026-09-15-income-tax-forms-ty2025,us-ri/form/tax/ty2025/ri-1040,new: 2025 Form RI-1040 Resident Individual Income Tax Return
tax,us-ri,F02,EXTRACTABLE,PRESENT,us-ri/form/2026-09-15-income-tax-forms-ty2025,us-ri/form/tax/ty2025/ri-1040-instructions,new: 2025 Instructions for Filing RI-1040 (full year Rhode Island residents)
tax,us-ri,F03,EXTRACTABLE,PRESENT,us-ri/form/2026-09-15-income-tax-forms-ty2025,us-ri/form/tax/ty2025/tax-tables,new: 2025 Rhode Island Tax Tables (with the 2025 tax rate schedule)
tax,us-ri,F04,EXTRACTABLE,PRESENT,us-ri/form/2026-09-15-income-tax-forms-ty2025,us-ri/form/tax/ty2025/ri-1040-instructions,new: 2025 Instructions for Filing RI-1040 (full year Rhode Island residents)
tax,us-ri,F05,EXTRACTABLE,PRESENT,us-ri/form/2026-09-15-income-tax-forms-ty2025,us-ri/form/tax/ty2025/ri-1040-instructions,new: 2025 Instructions for Filing RI-1040 (full year Rhode Island residents)
tax,us-sc,F01,EXTRACTABLE,PRESENT,us-sc/form/2026-09-15-income-tax-forms-ty2025,us-sc/form/dor/ty2025/sc1040,new: 2025 SC1040 South Carolina Individual Income Tax Return
tax,us-sc,F02,EXTRACTABLE,PRESENT,us-sc/form/2026-09-15-income-tax-forms-ty2025,us-sc/form/dor/ty2025/sc1040-instructions,"new: SC1040 Instructions 2025, Individual Income Tax Instructions (August 2025)"
tax,us-sc,F03,EXTRACTABLE,PRESENT,us-sc/form/2026-09-15-income-tax-forms-ty2025,us-sc/form/dor/ty2025/sc1040tt,new: 2025 South Carolina Individual Income Tax Tables (revised 6/17/25)
tax,us-sc,F05,EXTRACTABLE,PRESENT,us-sc/form/2026-09-15-income-tax-forms-ty2025,us-sc/form/dor/ty2025/sc1040-instructions,"new: SC1040 Instructions 2025, Individual Income Tax Instructions (August 2025)"
tax,us-va,F01,EXTRACTABLE,PRESENT,us-va/form/2026-09-15-income-tax-forms-ty2025,us-va/form/tax/ty2025/form-760,new: 2025 Virginia Form 760 Resident Income Tax Return
tax,us-va,F02,EXTRACTABLE,PRESENT,us-va/form/2026-09-15-income-tax-forms-ty2025,us-va/form/tax/ty2025/form-760-instructions,new: 2025 Form 760 Resident Individual Income Tax Instructions
tax,us-va,F03,EXTRACTABLE,PRESENT,us-va/form/2026-09-15-income-tax-forms-ty2025,us-va/form/tax/ty2025/tax-table,new: 2025 Virginia Tax Table and Tax Rate Schedule
tax,us-va,F04,EXTRACTABLE,PRESENT,us-va/form/2026-09-15-income-tax-forms-ty2025,us-va/form/tax/ty2025/form-760-instructions,new: 2025 Form 760 Resident Individual Income Tax Instructions
tax,us-va,F05,EXTRACTABLE,PRESENT,us-va/form/2026-09-15-income-tax-forms-ty2025,us-va/form/tax/ty2025/form-760-instructions,new: 2025 Form 760 Resident Individual Income Tax Instructions
tax,us-wi,F01,EXTRACTABLE,PRESENT,us-wi/form/2026-09-15-income-tax-forms-ty2025,us-wi/form/dor/ty2025/form-1,new: 2025 Form 1 Wisconsin Income Tax
tax,us-wi,F02,EXTRACTABLE,PRESENT,us-wi/form/2026-09-15-income-tax-forms-ty2025,us-wi/form/dor/ty2025/form-1-instructions,"new: 2025 Form 1 Instructions, Wisconsin Income Tax"
tax,us-wi,F03,EXTRACTABLE,PRESENT,us-wi/form/2026-09-15-income-tax-forms-ty2025,us-wi/form/dor/ty2025/form-1-instructions,"new: 2025 Form 1 Instructions, Wisconsin Income Tax; the tax table / rate schedule is printed inside this document (no separate product on the index)"
tax,us-wi,F04,EXTRACTABLE,PRESENT,us-wi/form/2026-09-15-income-tax-forms-ty2025,us-wi/form/dor/ty2025/form-1-instructions,"new: 2025 Form 1 Instructions, Wisconsin Income Tax"
tax,us-wi,F05,EXTRACTABLE,PRESENT,us-wi/form/2026-09-15-income-tax-forms-ty2025,us-wi/form/dor/ty2025/form-1-instructions,"new: 2025 Form 1 Instructions, Wisconsin Income Tax"
tax,us-wv,F01,EXTRACTABLE,PRESENT,us-wv/form/2026-09-15-income-tax-forms-ty2025,us-wv/form/tax/ty2025/it-140-forms-and-instructions,new: 2025 West Virginia Personal Income Tax Forms and Instructions (IT-140 booklet)
tax,us-wv,F02,EXTRACTABLE,PRESENT,us-wv/form/2026-09-15-income-tax-forms-ty2025,us-wv/form/tax/ty2025/it-140-forms-and-instructions,new: 2025 West Virginia Personal Income Tax Forms and Instructions (IT-140 booklet)
tax,us-wv,F03,EXTRACTABLE,PRESENT,us-wv/form/2026-09-15-income-tax-forms-ty2025,us-wv/form/tax/ty2025/it-140-tax-table,new: 2025 West Virginia Tax Table
tax,us-wv,F04,EXTRACTABLE,PRESENT,us-wv/form/2026-09-15-income-tax-forms-ty2025,us-wv/form/tax/ty2025/it-140-forms-and-instructions,new: 2025 West Virginia Personal Income Tax Forms and Instructions (IT-140 booklet)
tax,us-ky,F01,EXTRACTABLE,OUTREACH,,,revenue.ky.gov Find a Form is a client-rendered SharePoint search; no 740 URL confirmable from an index (2026-09-14)
tax,us-ky,F02,EXTRACTABLE,OUTREACH,,,revenue.ky.gov Find a Form is a client-rendered SharePoint search; no 740 URL confirmable from an index (2026-09-14)
tax,us-ky,F03,EXTRACTABLE,OUTREACH,,,revenue.ky.gov Find a Form is a client-rendered SharePoint search; no 740 URL confirmable from an index (2026-09-14)
tax,us-ky,F04,EXTRACTABLE,OUTREACH,,,revenue.ky.gov Find a Form is a client-rendered SharePoint search; no 740 URL confirmable from an index (2026-09-14)
tax,us-md,F01,EXTRACTABLE,OUTREACH,,,Comptroller forms live in a client-rendered ServiceNow knowledge base; legacy PDF paths 404 (2026-09-14)
tax,us-md,F02,EXTRACTABLE,OUTREACH,,,Comptroller forms live in a client-rendered ServiceNow knowledge base; legacy PDF paths 404 (2026-09-14)
tax,us-md,F03,EXTRACTABLE,OUTREACH,,,Comptroller forms live in a client-rendered ServiceNow knowledge base; legacy PDF paths 404 (2026-09-14)
tax,us-md,F04,EXTRACTABLE,OUTREACH,,,Comptroller forms live in a client-rendered ServiceNow knowledge base; legacy PDF paths 404 (2026-09-14)
tax,us-md,F05,EXTRACTABLE,OUTREACH,,,Comptroller forms live in a client-rendered ServiceNow knowledge base; legacy PDF paths 404 (2026-09-14)
tax,us-pa,F01,EXTRACTABLE,OUTREACH,,,pa.gov forms listing is a Coveo search with no PA-40 link in served HTML (2026-09-14)
tax,us-pa,F02,EXTRACTABLE,OUTREACH,,,pa.gov forms listing is a Coveo search with no PA-40 link in served HTML (2026-09-14)
tax,us-pa,F03,EXTRACTABLE,OUTREACH,,,pa.gov forms listing is a Coveo search with no PA-40 link in served HTML (2026-09-14)
tax,us-pa,F04,EXTRACTABLE,OUTREACH,,,pa.gov forms listing is a Coveo search with no PA-40 link in served HTML (2026-09-14)
tax,us-co,F01,EXTRACTABLE,ALREADY-HELD,us-co/form/2026-09-10-tax-state-forms-ty2025,us-co/form/cdor/ty2025/dr-0104,check-pattern miss: the 2025 DR 0104 return and DR 0104 Book are in the released scope
tax,us-ia,F01,EXTRACTABLE,ALREADY-HELD,us-ia/form/2026-09-10-tax-state-forms-ty2025,us-ia/form/idr/ty2025/ia-1040,check-pattern miss: the 2025 IA 1040 return (41-001) is in the released scope
tax,us-mt,F04,EXTRACTABLE,ABSENT-IN-CITED,us-mt/form/2026-09-10-tax-state-forms-ty2025,us-mt/form/mtdor/ty2025/form-2-instructions,the 2025 Form 2 instructions reference only the federal standard deduction (Montana starts from federal taxable income since TY2024 and prints no state deduction or exemption amount); candidate N/A for the schema
tax,us-nj,F04,EXTRACTABLE,ALREADY-HELD,us-nj/form/2026-09-10-tax-state-forms-ty2025,us-nj/form/taxation/ty2025/nj-1040-instructions,"check-pattern miss: the NJ-1040 instructions print the $1,000 regular and senior/blind exemptions (New Jersey has no standard deduction)"
tax,us-nm,F04,EXTRACTABLE,ABSENT-IN-CITED,us-nm/form/2026-09-10-tax-state-forms-ty2025,us-nm/form/trd/ty2025/pit-1-instructions,the 2025 PIT-1 instructions reference the federal standard deduction and print no state standard deduction or exemption amount (New Mexico conforms to the federal deduction); candidate N/A
tax,us-vt,F05,EXTRACTABLE,EXTRACTABLE,us-vt/form/2026-09-10-tax-state-forms-ty2025,,"the IN-111 instructions name the Vermont EITC and child tax credit but the parameters are printed in the Schedule IN-112 instructions (tax.vermont.gov 2025 forms index), not taken"
tax,us-wa,F05,EXTRACTABLE,EXTRACTABLE,us-wa/guidance/2026-09-10-tax-state-guidance-ty2025,,"the held DOR capital-gains page carries no Working Families Tax Credit parameters; carrier: workingfamiliescredit.wa.gov (Department of Revenue site, HTTP 200 to the corpus client on 2026-09-14) eligibility page, not taken"
tax,us-al,F06,REVIEW,PRESENT,us-al/guidance/2026-09-14-ty2026-indexed-amounts,us-al/guidance/ador/ty2026/individual-income-tax-filing-information,"department page prints the rate schedule (2%/4%/5%), personal exemptions ($1,500/$3,000) and standard deduction table; Alabama does not index; 2026 Form 40ES prints the estimated-tax thresholds"
tax,us-ar,F06,REVIEW,PRESENT,us-ar/form/2026-09-14-ty2026-indexed-amounts,us-ar/form/dfa/ty2026/ar1000es-instructions,"2026 AR1000ES prints the 2026 rate schedule, standard deduction ($2,470) and personal credits"
tax,us-co,F06,REVIEW,PRESENT,us-co/form/2026-09-14-ty2026-indexed-amounts,us-co/form/cdor/ty2026/dr-0104ep,2026 DR 0104EP prints the flat 4.4% rate; Colorado has no indexed amounts
tax,us-ct,F06,REVIEW,PRESENT,us-ct/form/2026-09-14-ty2026-indexed-amounts,us-ct/form/drs/ty2026/ct-1040es,2026 CT-1040ES prints Table A personal exemptions and Table B rate schedule for 2026
tax,us-dc,F06,REVIEW,OUTREACH,,,otr.cfo.dc.gov answers Access denied (HTTP 403) to every client (2026-09-13; not retried)
tax,us-de,F06,REVIEW,PRESENT,us-de/form/2026-09-14-ty2026-indexed-amounts,us-de/form/dor/ty2026/pit-est-instructions,"2026 PIT-EST prints the rate schedule, standard deduction ($3,250/$6,500), additional deduction and personal credit"
tax,us-ga,F06,REVIEW,PRESENT,us-ga/form/2026-09-14-ty2026-indexed-amounts,us-ga/form/dor/ty2026/500-es,"2026 500-ES prints the standard deduction ($12,000/$24,000), dependent exemption ($4,000) and retirement exclusion; the 2026 rate is referred to the tax booklet"
tax,us-hi,F06,REVIEW,PRESENT,us-hi/guidance/2026-09-14-ty2026-indexed-amounts,us-hi/guidance/dotax/ty2025/tax-tables-and-rate-schedules,"Hawaii brackets and standard deduction step in odd years (Act 46, SLH 2024: TY2025, 2027, 2029); the 2025 tables and rate schedules govern TY2026 and are the latest posted"
tax,us-ia,F06,REVIEW,PRESENT,us-ia/form/2026-09-14-ty2026-indexed-amounts,us-ia/form/idr/ty2026/ia-1040es-instructions,2026 IA 1040ES prints the flat 3.8% rate and the exemption thresholds; the cited 2025 expanded instructions add the 2026 estimated-payment threshold change
tax,us-id,F06,REVIEW,PRESENT,us-id/guidance/2026-09-14-ty2026-indexed-amounts,us-id/guidance/istc/ty2026/epb00744-withholding-percentage-table,"EPB00744 (rev. 2026-07-23) prints the 2026 rate (5.3%) and zero-bracket thresholds ($16,100/$32,200); the rate-schedule page lists 2025 as the latest year (Idaho posts the TY2026 schedule after year end)"
tax,us-md,F06,REVIEW,OUTREACH,,,marylandtaxes.gov serves only a JavaScript knowledge base; no static 2026 document retrievable (2026-09-13/14)
tax,us-mn,F06,REVIEW,PRESENT,us-mn/guidance/2026-09-14-ty2026-indexed-amounts,us-mn/guidance/department-of-revenue/ty2026/inflation-adjusted-amounts,"tax year 2026 inflation-adjusted amounts (brackets, standard deduction, exemptions, credits) and the 2026 rates and brackets page"
tax,us-mo,F06,REVIEW,PRESENT,us-mo/form/2026-09-14-ty2026-indexed-amounts,us-mo/form/dor/ty2026/mo-1040es,2026 MO-1040ES prints the 2026 tax rate chart and standard deductions
tax,us-ms,F06,REVIEW,PRESENT,us-ms/guidance/2026-09-14-ty2026-indexed-amounts,us-ms/guidance/dor/ty2026/general-information,"department page prints the 2025-2027 rate step (2026: 4% over $10,000), exemptions and standard deductions"
tax,us-mt,F06,REVIEW,PRESENT,us-mt/guidance/2026-09-14-ty2026-indexed-amounts,us-mt/guidance/mtdor/ty2026/publication-1,2026 Publication 1 prints the 2026 tax tables (4.7%/5.65%) and worksheets
tax,us-nc,F06,REVIEW,PRESENT,us-nc/guidance/2026-09-14-ty2026-indexed-amounts,us-nc/guidance/ncdor/ty2026/tax-rate-schedules,department page prints the 3.99% rate for taxable years after 2025; North Carolina has no indexed amounts
tax,us-nd,F06,REVIEW,PRESENT,us-nd/form/2026-09-14-ty2026-indexed-amounts,us-nd/form/otc/ty2026/nd-1es,2026 ND-1ES prints the 2026 rate schedules (1.95%/2.5%)
tax,us-nj,F06,REVIEW,PRESENT,us-nj/form/2026-09-14-ty2026-indexed-amounts,us-nj/form/taxation/ty2026/nj-1040-es-instructions,2026 NJ-1040-ES prints the personal exemptions and filing thresholds; New Jersey does not index
tax,us-nm,F06,REVIEW,PRESENT,us-nm/guidance/2026-09-14-ty2026-indexed-amounts,us-nm/guidance/trd/ty2026/fyi-104-withholding-tax,FYI-104 effective 2026-01-01 prints the 2026 withholding rate tables (1.7%-5.9%); New Mexico brackets are statutory and not indexed
tax,us-ny,F06,REVIEW,PRESENT,us-ny/form/2026-09-14-ty2026-indexed-amounts,us-ny/form/tax/ty2026/it-2105-i,"2026 IT-2105-I prints the 2026 standard deduction table, dependent exemption and NYS/NYC rate schedules"
tax,us-oh,F06,REVIEW,ABSENT-IN-CITED,us-oh/guidance/2026-09-14-ty2026-indexed-amounts,us-oh/guidance/odt/ty2025/annual-tax-rates,"the cited department page lists brackets for 2005-2025 only; the 2026 rate (2.75% single rate above $26,050) is carried by ORC 5747.02(A)(3) in us-oh/statute/2026-09-14-income-tax-chapter-us-oh-title-57 (us-oh/statute/5747.02); department page to be re-taken when ODT posts 2026"
tax,us-ok,F06,REVIEW,PRESENT,us-ok/form/2026-09-14-ty2026-indexed-amounts,us-ok/form/otc/ty2026/ow-8-es,"2026 OW-8-ES prints the personal exemption ($1,000); Oklahoma brackets are statutory (68 O.S. 2355 in the selected statute scope) and not indexed"
tax,us-pa,F06,REVIEW,PRESENT,us-pa/form/2026-09-14-ty2026-indexed-amounts,us-pa/form/department-of-revenue/ty2026/rev-413i,"2026 REV-413(I) prints the flat 3.07% rate and the $14,000 estimated-payment threshold"
tax,us-ri,F06,REVIEW,PRESENT,us-ri/form/2026-09-14-ty2026-indexed-amounts,us-ri/form/tax/ty2026/ri-1040es,"2026 RI-1040ES prints the 2026 rate schedule, standard deduction, exemption ($5,250) and phase-out threshold"
tax,us-sc,F06,REVIEW,PRESENT,us-sc/form/2026-09-14-ty2026-indexed-amounts,us-sc/form/dor/ty2026/sc1040es,"2026 SC1040ES prints the 2026 tax computation schedule ($3,640/$18,230 breakpoints)"
tax,us-ut,F06,REVIEW,PRESENT,us-ut/guidance/2026-09-14-ty2026-indexed-amounts,us-ut/guidance/ustc/ty2025/tax-rates,department rates page: 4.5% single rate from 2025-01-01 with no later change posted; Utah has no indexed amounts
tax,us-va,F06,REVIEW,PRESENT,us-va/form/2026-09-14-ty2026-indexed-amounts,us-va/form/tax/ty2026/760es,"2026 760ES prints the rate schedule, personal exemptions and filing thresholds; the deductions page prints the 2026 standard deduction ($8,750/$17,500)"
tax,us-wi,F06,REVIEW,PRESENT,us-wi/form/2026-07-22-wi-form1-es-2026,us-wi/form/individual-income-tax/2026/1-es,released 2026 Form 1-ES instructions print the 2026 rate and standard deduction schedules; the REVIEW is a regex miss
tax,us-wv,F06,REVIEW,PRESENT,us-wv/guidance/2026-09-14-ty2026-indexed-amounts,us-wv/guidance/tax/ty2026/2026-income-tax-rate-cut,"department page prints the 2026 rate schedule (2.11%-4.58%, SB 392) with the March 2026 withholding tables"
