jurisdiction,element,level,family,status,scope_version,citation_path,pe_modeled,evidence_note
us,tanf-f-usc-601,federal,federal statute,EXTRACTABLE,,,no,42 U.S.C. 601 Purpose of Title IV-A; no individual entitlement: not in any us/statute scope; uscode.house.gov publishes title 42 (the corpus already takes USC titles from it); inherited by all 51 jurisdictions
us,tanf-f-usc-602,federal,federal statute,EXTRACTABLE,,,no,"42 U.S.C. 602 Eligible States; State plan contents (602(a)(1)-(7)), certifications, public comment, 3-year renewal: not in any us/statute scope; uscode.house.gov publishes title 42 (the corpus already takes USC titles from it); inherited by all 51 jurisdictions"
us-pa,tanf-s05,state,state regulation/manual,PRESENT,us-pa/manual/2026-09-10-tanf-state-policy-manual,us-pa/manual/dhs/cash/160-income-deductions-160-2-tanf-earned-income-deductions/block-3,yes,"heading='160.211 Eligibility for the TANF E arned I ncome D isregard (EID)' | 6 body matches | group members. 7. Compare the budget group’s total net income to the Standard of Need in Chapter 168, Determining Eligibility and Payment Amount, Appendix"
us-pa,tanf-s06,state,state regulation/manual,PRESENT,us-pa/manual/2026-09-10-tanf-state-policy-manual,us-pa/manual/dhs/cash/168-determining-eligibility-and-payment-amount-168-3-computing-the-monthly-assistance-payment-amount/block-1,yes,heading='168.3 Computing the Monthly Assistance Payment Amount' | heading match | 168.3 Computing the Monthly Assistance Payment Amount
us-pa,tanf-s07,state,state regulation/manual,PRESENT,us-pa/manual/2026-09-10-tanf-state-policy-manual,us-pa/manual/dhs/cash/138-allowances-and-benefits-138-appendix-f/block-1,yes,heading='Appendix F: Emergency Shelter Annual Income Limit' | heading match | Appendix F: Emergency Shelter Annual Income Limit
us-pa,tanf-s08,state,state regulation/manual,PRESENT,us-pa/manual/2026-09-10-tanf-state-policy-manual,us-pa/manual/dhs/cash/160-income-deductions-160-2-tanf-earned-income-deductions/block-1,yes,heading='160.2 TANF Earned Income Deductions' | heading match | 160.2 TANF Earned Income Deductions
us-pa,tanf-s09,federal_with_state_option,state regulation/manual,PRESENT,us-pa/manual/2026-09-10-tanf-state-policy-manual,us-pa/manual/dhs/cash/131-support-131-2-legally-responsible-relatives-lrr/block-5,partial,heading='131.222 Acknowledgment of Paternity' | heading match | 131.222 Acknowledgment of Paternity
us-pa,tanf-s10,state,state regulation/manual,PRESENT,us-pa/manual/2026-09-10-tanf-state-policy-manual,us-pa/manual/dhs/cash/183-child-care-183-2-eligibility-requirements/block-2,yes,heading='183.21 Requests for Child Care Allowances' | heading match | 183.21 Requests for Child Care Allowances
us-pa,tanf-s11,federal_with_state_option,state regulation/manual,PRESENT,us-pa/manual/2026-09-10-tanf-state-policy-manual,us-pa/manual/dhs/cash/140-resources-140-1-general-policy/block-2,yes,heading='140.11 Resource Limits' | heading match | 140.11 Resource Limits
us-pa,tanf-s12,state,state regulation/manual,PRESENT,us-pa/manual/2026-09-10-tanf-state-policy-manual,us-pa/manual/dhs/cash/140-resources-140-5-motor-vehicles/block-1,partial,heading='140.5 Motor Vehicles' | heading match | 140.5 Motor Vehicles
us-pa,tanf-s13,state,state regulation/manual,PRESENT,us-pa/manual/2026-09-10-tanf-state-policy-manual,us-pa/manual/dhs/cash/180-issuing-benefits-180-appendix-g/block-1,yes,heading='Appendix G: Proration Tables' | heading match | Appendix G: Proration Tables
us-pa,tanf-s14,federal_with_state_option,state regulation/manual,PRESENT,us-pa/manual/2026-09-10-tanf-state-policy-manual,us-pa/manual/dhs/cash/105-category-105-2-tanf-categorical-requirements/block-4,no,heading='105.25 Time-Limited Assistance' | heading match | 105.25 Time-Limited Assistance
us-pa,tanf-s15,federal_with_state_option,state regulation/manual,PRESENT,us-pa/manual/2026-09-10-tanf-state-policy-manual,us-pa/manual/dhs/cash/108-family-violence-policies-and-procedures-108-7-guidance-on-good-cause-waivers-of-specific-tanf-ga-pro/block-4,partial,heading='108.72 Work Requirements' | heading match | 108.72 Work Requirements
us-pa,tanf-s16,federal_with_state_option,state regulation/manual,PRESENT,us-pa/manual/2026-09-10-tanf-state-policy-manual,us-pa/manual/dhs/cash/135-employment-and-training-requirements-135-2-exemptions-from-reset-enrollment/block-4,no,heading='135.212 Vocational Educational Training and Postsecondary Education' | heading match | 135.212 Vocational Educational Training and Postsecondary Education
us-pa,tanf-s17,federal_with_state_option,state regulation/manual,PRESENT,us-pa/manual/2026-09-10-tanf-state-policy-manual,us-pa/manual/dhs/cash/135-employment-and-training-requirements-135-7-non-compliance-with-reset-requirements/block-3,partial,heading='135.72 Sanctions for Failure to Comply' | heading match | 135.72 Sanctions for Failure to Comply
us-pa,tanf-s18,federal_with_state_option,state regulation/manual,PRESENT,us-pa/manual/2026-09-10-tanf-state-policy-manual,us-pa/manual/dhs/cash/105-category-105-2-tanf-categorical-requirements/block-8,no,heading='105.26 Extended TANF Categorical Requirements' | 2 body matches | idual is the parent or specified relative who is providing care for a child under 6 and alternate child care arrangement is unavailable. Not exempt from RESET but has good cause
us-pa,tanf-s19,federal_with_state_option,state regulation/manual,PRESENT,us-pa/manual/2026-09-10-tanf-state-policy-manual,us-pa/manual/dhs/cash/107-the-agreement-of-mutual-responsibility-107-3-discussing-the-amr/block-3,no,heading='107.32 Using the AMR as an Employment Development Plan' | heading match | 107.32 Using the AMR as an Employment Development Plan
us-pa,tanf-s20,federal_with_state_option,state regulation/manual,PRESENT,us-pa/manual/2026-09-10-tanf-state-policy-manual,us-pa/manual/dhs/cash/110-budget-groups-110-6-tanf-minor-parents/block-1,partial,heading='110.6 TANF Minor Parents' | heading match | 110.6 TANF Minor Parents
us-pa,tanf-s21,federal_with_state_option,state regulation/manual,PRESENT,us-pa/manual/2026-09-10-tanf-state-policy-manual,us-pa/manual/dhs/cash/137-cash-initiatives-137-5-diversion/block-7,no,"heading='137.551 Diversion Income Eligibility' | 20 body matches | Diversion eligibility, the CAO does not count SSI benefits. WILL THE DIVERSION PAYMENT COVER THE NEEDS? After determining a budget group is eligible for TA"
us-pa,tanf-s22,federal_with_state_option,state regulation/manual,PRESENT,us-pa/manual/2026-09-10-tanf-state-policy-manual,us-pa/manual/dhs/cash/107-the-agreement-of-mutual-responsibility-107-6-completing-the-amr/block-12,partial,heading='107.69 Child-Only Cases' | heading match | 107.69 Child-Only Cases
us-pa,tanf-s23,state,state regulation/manual,PRESENT,us-pa/manual/2026-09-10-tanf-state-policy-manual,us-pa/manual/dhs/cash/123-residence-123-7-changes-in-residence/block-4,no,heading='123.73 Temporary Absence from Pennsylvania' | heading match | 123.73 Temporary Absence from Pennsylvania
us-pa,tanf-s24,federal_with_state_option,state regulation/manual,PRESENT,us-pa/manual/2026-09-10-tanf-state-policy-manual,us-pa/manual/dhs/cash/108-family-violence-policies-and-procedures-108-10-safeguarding-information-the-fvi-and-other-safety-mea/block-4,no,heading='108.103 Family Violence Indicator' | heading match | 108.103 Family Violence Indicator
us-pa,tanf-s25,federal_with_state_option,state regulation/manual,PRESENT,us-pa/manual/2026-09-10-tanf-state-policy-manual,us-pa/manual/dhs/cash/104-application-104-5-processing-an-application/block-5,no,heading='104.54 Application Processing for Households and Families Recently Discontinued ' | heading match | 104.54 Application Processing for Households and Families Recently Discontinued or Denied Benefi
us-pa,tanf-s26,state,state regulation/manual,PRESENT,us-pa/manual/2026-09-10-tanf-state-policy-manual,us-pa/manual/dhs/cash/177-notices-177-3-advance-notice/block-1,no,heading='177.3 Advance Notice' | heading match | 177.3 Advance Notice
us-pa,tanf-s27,federal_with_state_option,state regulation/manual,PRESENT,us-pa/manual/2026-09-10-tanf-state-policy-manual,us-pa/manual/dhs/cash/137-cash-initiatives-137-5-diversion/block-10,no,heading='137.57 Overpayments' | heading match | 137.57 Overpayments
us-pa,tanf-s28,federal_with_state_option,state regulation/manual,PRESENT,us-pa/manual/2026-09-10-tanf-state-policy-manual,us-pa/manual/dhs/cash/104-application-104-4-application-interview/block-10,no,"heading='104.481 CAO responsibilities' | 3 body matches | 1.21(s) A person who has been convicted in federal or state court of fraudulent misrepresentation of where they live in order to receive Cash Assistance, Medical"
us-pa,tanf-s29,federal_with_state_option,state regulation/manual,REVIEW,,,no,"single body mention only at us-pa/manual/2026-09-10-tanf-state-policy-manual us-pa/manual/dhs/cash/104-application-104-5-processing-an-application/block-6 ('ey may not use TANF funds issued through their PA ACCESS card to make electronic benefit transfer (EBT) transactions in '), not enough for PRESENT; no body in the selected scope(s) [manual/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
us-pa,tanf-s30,federal_with_state_option,state regulation/manual,PRESENT,us-pa/manual/2026-09-10-tanf-state-policy-manual,us-pa/manual/dhs/cash/135-employment-and-training-requirements-135-6-special-allowances-for-supportive-services/block-1,no,heading='135.6 Special Allowances for Supportive Services' | heading match | 135.6 Special Allowances for Supportive Services
us-pa,tanf-s31,state,state regulation/manual,PRESENT,us-pa/manual/2026-09-10-tanf-state-policy-manual,us-pa/manual/dhs/cash/150-income-150-3-unearned-income/block-1,yes,heading='150.3 Unearned Income' | heading match | 150.3 Unearned Income
us-pa,tanf-s32,federal_with_state_option,state TANF plan (state-published,REVIEW,,,no,"state-published TANF plan not in the corpus and not inventoried: the TANF queue's document family is tanf_policy_sources (manuals and adopted rules), and ACF OFA posts no consolidated plan index (acf.gov/ofa/programs/tanf/state-plans is 404, queue federal row); each state's posting must be checked"
us-ri,tanf-s01,federal_with_state_option,state regulation/manual (assistance unit chapter),PRESENT,us-ri/regulation/2026-09-10-tanf-state-policy-manual,us-ri/regulation/218-ricr/20/00/2/page-32,partial,heading='Page 32' | 8 body matches | nd resources of individuals required to be included in the assistance filing unit and of those whom the parent has opted to include must be considered
us-ri,tanf-s02,federal_with_state_option,state regulation/manual,REVIEW,,,yes,"no body in the selected scope(s) [regulation/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
us-ri,tanf-s03,federal_with_state_option,state regulation/manual,PRESENT,us-ri/regulation/2026-09-10-tanf-state-policy-manual,us-ri/regulation/218-ricr/20/00/2/page-59,no,heading='Page 59' | 5 body matches | cement activity can be conducted without risk of harm to the child or caretaker relative if taken without the caretaker's cooperation. B. Review of Good Cause
us-ri,tanf-s04,federal_with_state_option,state regulation/manual,PRESENT,us-ri/regulation/2026-09-10-tanf-state-policy-manual,us-ri/regulation/218-ricr/20/00/2/page-45,partial,"heading='Page 45' | 8 body matches | placement or legal commitment through the DCYF. 2.5.6 Citizenship and Qualified Non-Citizen Status A. To be eligible for cash assistance, an otherwise eligible a"
us-ri,tanf-s05,state,state regulation/manual,PRESENT,us-ri/regulation/2026-09-10-tanf-state-policy-manual,us-ri/regulation/218-ricr/20/00/2/page-128,yes,heading='Page 128' | 3 body matches | to policy on overpayments in § 2.31 of this Part for procedures. 2.18 Standards of Assistance A. Per R.I. Gen. Laws § 40-5.2-10 the RI Works Standards of Assistanc
us-ri,tanf-s06,state,state regulation/manual,PRESENT,us-ri/regulation/2026-09-10-tanf-state-policy-manual,us-ri/regulation/218-ricr/20/00/2/page-158,yes,"heading='Page 158' | 3 body matches | e within three (3) years, recovery is initiated regardless of the overpayment amount. B. Every effort must be made to recover any overpayment amount in ca"
us-ri,tanf-s07,state,state regulation/manual,REVIEW,,,yes,"single body mention only at us-ri/regulation/2026-09-10-tanf-state-policy-manual us-ri/regulation/218-ricr/20/00/2/page-104 ('usehold's total gross income exceeds one hundred eighty-five percent (185%) of the Federal Poverty Level, unless the hou'), not enough for PRESENT; no body in the selected scope(s) [regulation/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
us-ri,tanf-s08,state,state regulation/manual,PRESENT,us-ri/regulation/2026-09-10-tanf-state-policy-manual,us-ri/regulation/218-ricr/20/00/2/page-107,yes,"heading='Page 107' | 2 body matches | nd the amount of cash assistance payment. Conversely, the appropriate earned income disregard is applied toward any net income after expenses. 6. Income from Roome"
us-ri,tanf-s09,federal_with_state_option,state regulation/manual,PRESENT,us-ri/regulation/2026-09-10-tanf-state-policy-manual,us-ri/regulation/218-ricr/20/00/2/page-116,partial,"heading='Page 116' | 5 body matches | e referral of the case to the Department of Human Services, Office of Child Support Services, before child support payments are directed there. In subsequent mont"
us-ri,tanf-s10,state,state regulation/manual,PRESENT,us-ri/regulation/2026-09-10-tanf-state-policy-manual,us-ri/regulation/218-ricr/20/00/2/page-108,yes,heading='Page 108' | 2 body matches | income after deducting the earned income disregards and any allowable dependent care disregards. B. This amount must be less than the appropriate cash assistance st
us-ri,tanf-s11,federal_with_state_option,state regulation/manual,PRESENT,us-ri/regulation/2026-09-10-tanf-state-policy-manual,us-ri/regulation/218-ricr/20/00/2/page-98,yes,"heading='Page 98' | 5 body matches | A. The resource limit per assistance unit is five thousand dollars ($5,000.00) for all non-"
us-ri,tanf-s12,state,state regulation/manual,PRESENT,us-ri/regulation/2026-09-10-tanf-state-policy-manual,us-ri/regulation/218-ricr/20/00/2/page-99,partial,heading='Page 99' | 2 body matches | e. 4. Valuation of Vehicles a. Vehicle means a passenger car or other motor vehicle used to provide transportation of persons or goods. b. Each vehicle o
us-ri,tanf-s13,state,state regulation/manual,PRESENT,us-ri/regulation/2026-09-10-tanf-state-policy-manual,us-ri/regulation/218-ricr/20/00/2/page-131,yes,heading='Page 131' | 5 body matches | t of such payment would be less than ten dollars ($10.00). B. Monthly Deficit Less Than Ten Dollars ($10.00) 1. If the monthly deficit in a cash as
us-ri,tanf-s14,federal_with_state_option,state regulation/manual,PRESENT,us-ri/regulation/2026-09-10-tanf-state-policy-manual,us-ri/regulation/218-ricr/20/00/2/page-50,no,"heading='Page 50' | 5 body matches | t caretaker relative who is not in the cash assistance payment. 2.6.2 Hardship Extension to Time Limit A. Any individual approaching either time limit, or who"
us-ri,tanf-s15,federal_with_state_option,state regulation/manual,PRESENT,us-ri/regulation/2026-09-10-tanf-state-policy-manual,us-ri/regulation/218-ricr/20/00/2/page-3,partial,heading='Page 3' | 5 body matches | ty 2.10.3 Work Policy and Procedures 2.11 Required Participation in Work Activities and Opportunities 2.11.1 One Parent Family 2.11.2 Two-Parent Family
us-ri,tanf-s16,federal_with_state_option,state regulation/manual,PRESENT,us-ri/regulation/2026-09-10-tanf-state-policy-manual,us-ri/regulation/218-ricr/20/00/2/page-69,no,heading='Page 69' | 10 body matches | es. Two (2) parent work opportunities shall be defined as follows: 1. Core Activities: a. Unsubsidized employment; b. Subsidized private sector employment;
us-ri,tanf-s17,federal_with_state_option,state regulation/manual,PRESENT,us-ri/regulation/2026-09-10-tanf-state-policy-manual,us-ri/regulation/218-ricr/20/00/2/page-59,partial,heading='Page 59' | 6 body matches | ration requirements without good cause results in the imposition of a sanction as outlined in § 2.7.8 of this Part. OCSS notifies the DHS representa
us-ri,tanf-s18,federal_with_state_option,state regulation/manual,REVIEW,,,no,"no body in the selected scope(s) [regulation/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
us-ri,tanf-s19,federal_with_state_option,state regulation/manual,PRESENT,us-ri/regulation/2026-09-10-tanf-state-policy-manual,us-ri/regulation/218-ricr/20/00/2/page-85,no,"heading='Page 85' | 10 body matches | arent who, without good cause, has failed to enter into an individual employment plan or has failed to comply with their individual employment plan, as req"
us-ri,tanf-s20,federal_with_state_option,state regulation/manual,PRESENT,us-ri/regulation/2026-09-10-tanf-state-policy-manual,us-ri/regulation/218-ricr/20/00/2/page-88,partial,heading='Page 88' | 10 body matches | (1) Is under the age of eighteen (18) (minor parent); and (2) Has a child; or b. A family consisting of a person under th
us-ri,tanf-s21,federal_with_state_option,state regulation/manual,REVIEW,,,no,"single body mention only at us-ri/regulation/2026-09-10-tanf-state-policy-manual us-ri/regulation/218-ricr/20/00/2/page-18 ('as an incentive to hire the recipient, including, but not limited to, grant diversion. 41. “Subsidized housing” means ho'), not enough for PRESENT; no body in the selected scope(s) [regulation/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
us-ri,tanf-s22,federal_with_state_option,state regulation/manual,PRESENT,us-ri/regulation/2026-09-10-tanf-state-policy-manual,us-ri/regulation/218-ricr/20/00/2/page-121,partial,heading='Page 121' | 2 body matches | assistance standard for a plan size including the parent. (ii) If the ineligible parent has dependents also ineligible solely because they do not meet progra
us-ri,tanf-s23,state,state regulation/manual,PRESENT,us-ri/regulation/2026-09-10-tanf-state-policy-manual,us-ri/regulation/218-ricr/20/00/2/page-43,no,"heading='Page 43' | 6 body matches | D. Temporary Absence from Home 1. A ""home"" exists while the parent exercises responsibilit"
us-ri,tanf-s24,federal_with_state_option,state regulation/manual,PRESENT,us-ri/regulation/2026-09-10-tanf-state-policy-manual,us-ri/regulation/218-ricr/20/00/2/page-91,no,"heading='Page 91' | 9 body matches | regnant minor to the TFD Program worker they may elect to conduct the Family Violence Option Assessment alone, refer the parent to the domestic violence advocate"
us-ri,tanf-s25,federal_with_state_option,state regulation/manual,PRESENT,us-ri/regulation/2026-09-10-tanf-state-policy-manual,us-ri/regulation/218-ricr/20/00/2/page-152,no,heading='Page 152' | 10 body matches | A. The eligibility system stores the next redetermination date for each active case. One (1) month before the month in which th
us-ri,tanf-s26,state,state regulation/manual,PRESENT,us-ri/regulation/2026-09-10-tanf-state-policy-manual,us-ri/regulation/218-ricr/20/00/2/page-165,no,heading='Page 165' | 7 body matches | ight to request a hearing within thirty (30) days of the Department's notice of action. If a request for a hearing is made within the ten (10) day advance n
us-ri,tanf-s27,federal_with_state_option,state regulation/manual,PRESENT,us-ri/regulation/2026-09-10-tanf-state-policy-manual,us-ri/regulation/218-ricr/20/00/2/page-155,no,"heading='Page 155' | 21 body matches | sehold, such as an authorized representative, who actually caused the overpayment. 2.24.3 Underpayments A. Correction of Underpayment. The appropriate"
us-ri,tanf-s28,federal_with_state_option,state regulation/manual,REVIEW,,,no,"single body mention only at us-ri/regulation/2026-09-10-tanf-state-policy-manual us-ri/regulation/218-ricr/20/00/2/page-34 ('compliance with the child support Department. 6. Individuals who are fleeing to avoid prosecution, custody or confinemen'), not enough for PRESENT; no body in the selected scope(s) [regulation/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
us-ri,tanf-s29,federal_with_state_option,state regulation/manual,PRESENT,us-ri/regulation/2026-09-10-tanf-state-policy-manual,us-ri/regulation/218-ricr/20/00/2/page-141,no,"heading='Page 141' | 17 body matches | -5.2, in any electronic benefit transfer transaction (EBT) in: 1. Any liquor store; or 2. Any casino, gambling casino, or gaming establishment; or 3. An"
us-ri,tanf-s30,federal_with_state_option,state regulation/manual,PRESENT,us-ri/regulation/2026-09-10-tanf-state-policy-manual,us-ri/regulation/218-ricr/20/00/2/page-80,no,"heading='Page 80' | 4 body matches | d to communicate other information such as entered employment. 2.11.7 Supportive Services A. A recipient may receive, as appropriate, allowances for transporta"
us-ri,tanf-s31,state,state regulation/manual,PRESENT,us-ri/regulation/2026-09-10-tanf-state-policy-manual,us-ri/regulation/218-ricr/20/00/2/page-124,yes,heading='Page 124' | 4 body matches | f cash assistance for the minor parent and their dependent(s). 2.16.3 Deeming of Grandparent's Income A. When determining financial eligibility for ca
us-ri,tanf-s32,federal_with_state_option,state TANF plan (state-published,REVIEW,,,no,"state-published TANF plan not in the corpus and not inventoried: the TANF queue's document family is tanf_policy_sources (manuals and adopted rules), and ACF OFA posts no consolidated plan index (acf.gov/ofa/programs/tanf/state-plans is 404, queue federal row); each state's posting must be checked"
us-sc,tanf-s01,federal_with_state_option,state regulation/manual (assistance unit chapter),PRESENT,us-sc/manual/2026-09-10-tanf-state-policy-manual,us-sc/manual/dss/tanf-policy-manual/page-40,partial,heading='Page 40' | 2 body matches | a full family sanction. 1. Approval Notice The notice of eligibility must include: A. Prorated benefit amount for first month B. Full monthly benefit
us-sc,tanf-s02,federal_with_state_option,state regulation/manual,PRESENT,us-sc/manual/2026-09-10-tanf-state-policy-manual,us-sc/manual/dss/tanf-policy-manual/page-77,yes,"heading='Page 77' | 3 body matches | ire additional job contacts if necessary. 4.12 Education Requirement Dependent children under age 18 of TANF applicants and recipients, must be enrolled in primary or sec"
us-sc,tanf-s03,federal_with_state_option,state regulation/manual,PRESENT,us-sc/manual/2026-09-10-tanf-state-policy-manual,us-sc/manual/dss/tanf-policy-manual/page-56,no,heading='Page 56' | 10 body matches | _________________________________________________________________ 56 Caretaker relative and spouse live in the home and receive for child(ren). Include caret
us-sc,tanf-s04,federal_with_state_option,state regulation/manual,PRESENT,us-sc/manual/2026-09-10-tanf-state-policy-manual,us-sc/manual/dss/tanf-policy-manual/page-65,partial,"heading='Page 65' | 15 body matches | 65 non-citizen who entered the U.S. before August 22, 1996. However, PRWORA substantially restricted immigrants' eligibility for means-tested ben"
us-sc,tanf-s05,state,state regulation/manual,PRESENT,us-sc/manual/2026-09-10-tanf-state-policy-manual,us-sc/manual/dss/tanf-policy-manual/page-133,yes,"heading='Page 133' | 7 body matches | it amount) (divided by # of days in application month) Example: 8.15 Need Standard Table The gross income limit, need standard and payment standard for"
us-sc,tanf-s06,state,state regulation/manual,PRESENT,us-sc/manual/2026-09-10-tanf-state-policy-manual,us-sc/manual/dss/tanf-policy-manual/page-133,yes,"heading='Page 133' | 3 body matches | : 8.15 Need Standard Table The gross income limit, need standard and payment standard for TANF are revised each October 1st to reflect the annual adjustmen"
us-sc,tanf-s07,state,state regulation/manual,PRESENT,us-sc/manual/2026-09-10-tanf-state-policy-manual,us-sc/manual/dss/tanf-policy-manual/page-133,yes,"heading='Page 133' | 5 body matches | of days in application month) Example: 8.15 Need Standard Table The gross income limit, need standard and payment standard for TANF are revised each October"
us-sc,tanf-s08,state,state regulation/manual,PRESENT,us-sc/manual/2026-09-10-tanf-state-policy-manual,us-sc/manual/dss/tanf-policy-manual/page-132,yes,heading='Page 132' | 3 body matches | ncome budgeted. 4. $100 Disregard Recipients are eligible for a $100 earned income disregard following the fourth month of the 50% disregard. This is a continuing
us-sc,tanf-s09,federal_with_state_option,state regulation/manual,PRESENT,us-sc/manual/2026-09-10-tanf-state-policy-manual,us-sc/manual/dss/tanf-policy-manual/page-86,partial,heading='Page 86' | 9 body matches | 86 a. Good cause claim approved. CSSD will not proceed to establish paternity/obtain support. b. Good cause claim denied. CSSD will establish pater
us-sc,tanf-s10,state,state regulation/manual,PRESENT,us-sc/manual/2026-09-10-tanf-state-policy-manual,us-sc/manual/dss/tanf-policy-manual/page-360,yes,"heading='Page 360' | 2 body matches | to add that support services must be work related or needed to meet a work-related expense. Also, this section has added that transitional services will be limi"
us-sc,tanf-s11,federal_with_state_option,state regulation/manual,PRESENT,us-sc/manual/2026-09-10-tanf-state-policy-manual,us-sc/manual/dss/tanf-policy-manual/page-91,yes,heading='Page 91' | 4 body matches | uid 6.2 Resource Value The value of the benefit group's (BG's) total countable resources is used to determine if the resources are within the eligibility limi
us-sc,tanf-s12,state,state regulation/manual,PRESENT,us-sc/manual/2026-09-10-tanf-state-policy-manual,us-sc/manual/dss/tanf-policy-manual/page-95,partial,"heading='Page 95' | 7 body matches | as been determined, a decision must be made as to the fair market and equity value of the vehicle. It also must be determined whether or not the vehicle is totally exe"
us-sc,tanf-s13,state,state regulation/manual,PRESENT,us-sc/manual/2026-09-10-tanf-state-policy-manual,us-sc/manual/dss/tanf-policy-manual/page-133,yes,heading='Page 133' | 8 body matches | _____________________________________________________________ 133 1. Proration of Initial Month The benefit amount for the initial month is prorated
us-sc,tanf-s14,federal_with_state_option,state regulation/manual,PRESENT,us-sc/manual/2026-09-10-tanf-state-policy-manual,us-sc/manual/dss/tanf-policy-manual/page-288,no,heading='Page 288' | 5 body matches | in either CARES or the Two-Parent Program are exempt from the Federal 60-month time limit. All families included in CARES are also exempt from the State
us-sc,tanf-s15,federal_with_state_option,state regulation/manual,PRESENT,us-sc/manual/2026-09-10-tanf-state-policy-manual,us-sc/manual/dss/tanf-policy-manual/page-179,partial,"heading='Page 179' | 12 body matches | _______________________ 179 Chapter 14 TANF Participation Rates The work participation requirements are designed to meet the needs of participants, assist p"
us-sc,tanf-s16,federal_with_state_option,state regulation/manual,PRESENT,us-sc/manual/2026-09-10-tanf-state-policy-manual,us-sc/manual/dss/tanf-policy-manual/page-188,no,heading='Page 188' | 9 body matches | ___________________________________________________________ 188 15.4 Vocational Educational Training (VOCE) Vocational educational training consists of organized educatio
us-sc,tanf-s17,federal_with_state_option,state regulation/manual,PRESENT,us-sc/manual/2026-09-10-tanf-state-policy-manual,us-sc/manual/dss/tanf-policy-manual/page-89,partial,heading='Page 89' | 12 body matches | d AP as the father of a child are considered to be 100% accurate. The sanction may not be waived if the recipient contends the blood test or genetic
us-sc,tanf-s18,federal_with_state_option,state regulation/manual,REVIEW,,,no,"single body mention only at us-sc/manual/2026-09-10-tanf-state-policy-manual us-sc/manual/dss/tanf-policy-manual/page-32 ('ssments 13.1) R. The prohibition against a work program sanction when appropriate child care is unavailable. (See Legal '), not enough for PRESENT; no body in the selected scope(s) [manual/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
us-sc,tanf-s19,federal_with_state_option,state regulation/manual,PRESENT,us-sc/manual/2026-09-10-tanf-state-policy-manual,us-sc/manual/dss/tanf-policy-manual/page-292,no,heading='Page 292' | 11 body matches | omestic violence – safety • Child Care and child well-being 6. CARES Family Plan The Family Plan will be completed for the family of CARES participant
us-sc,tanf-s20,federal_with_state_option,state regulation/manual,PRESENT,us-sc/manual/2026-09-10-tanf-state-policy-manual,us-sc/manual/dss/tanf-policy-manual/page-130,partial,heading='Page 130' | 18 body matches | ____________ 130 NOTE: All earned or unearned income received by the minor parent must be considered when budgeting the case unless specifically exclud
us-sc,tanf-s21,federal_with_state_option,state regulation/manual,REVIEW,,,no,"no body in the selected scope(s) [manual/2026-09-10-tanf-state-policy-manual] matched the evidence patterns with a heading match or 2+ body matches; the scope is the publisher's whole rulebook per the queue row, so either the element lives under other vocabulary or the state does not set it"
us-sc,tanf-s22,federal_with_state_option,state regulation/manual,PRESENT,us-sc/manual/2026-09-10-tanf-state-policy-manual,us-sc/manual/dss/tanf-policy-manual/page-153,partial,heading='Page 153' | 2 body matches | – benefits are paid to someone other than the TANF recipient. B. Some child only cases – no adult is included in the payment amount. NOTE: Child only
us-sc,tanf-s23,state,state regulation/manual,PRESENT,us-sc/manual/2026-09-10-tanf-state-policy-manual,us-sc/manual/dss/tanf-policy-manual/page-397,no,"heading='Page 397' | 4 body matches | ood, marriage or adoption within the fifth degree of kinship. 3.7(1) Temporary Absence (Time Frame for Reporting Permanent Absence): This section has been u"
us-sc,tanf-s24,federal_with_state_option,state regulation/manual,PRESENT,us-sc/manual/2026-09-10-tanf-state-policy-manual,us-sc/manual/dss/tanf-policy-manual/page-136,no,heading='Page 136' | 2 body matches | applicant may reapply at any time. 9.5 Review of Good Cause Domestic/Family Violence Waiver at Redetermination A review of a good cause domestic/family violence
us-sc,tanf-s25,federal_with_state_option,state regulation/manual,PRESENT,us-sc/manual/2026-09-10-tanf-state-policy-manual,us-sc/manual/dss/tanf-policy-manual/page-135,no,heading='Page 135' | 12 body matches | ______________________________________________________ 135 Chapter 9 Redeterminations and Changes 9.1 Definition/Redeterminations A redetermination is a
