jurisdiction,element,level,family,status,scope_version,citation_path,pe_modeled,evidence_note
us-tx,M-435-1101,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/1101,no,federal-only element (42 CFR 435.1101); carried at the us row and inherited
us-ut,M-435-1101,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/1101,no,federal-only element (42 CFR 435.1101); carried at the us row and inherited
us-va,M-435-1101,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/1101,no,federal-only element (42 CFR 435.1101); carried at the us row and inherited
us-vt,M-435-1101,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/1101,no,federal-only element (42 CFR 435.1101); carried at the us row and inherited
us-wa,M-435-1101,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/1101,no,federal-only element (42 CFR 435.1101); carried at the us row and inherited
us-wi,M-435-1101,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/1101,no,federal-only element (42 CFR 435.1101); carried at the us row and inherited
us-wv,M-435-1101,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/1101,no,federal-only element (42 CFR 435.1101); carried at the us row and inherited
us-wy,M-435-1101,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/435/1101,no,federal-only element (42 CFR 435.1101); carried at the us row and inherited
us,M-435-1102,state,federal regulation (eCFR),PRESENT,2026-06-25-title-42-part-435,us/regulation/42/435/1102,no,federal regulation text held (42 CFR 435.1102)
us-ak,M-435-1102,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-ak/manual/dpa/magi-medicaid/816-1-magi-category-eligibility-factors/block-1,no,"strong pattern /presumptive(ly)? eligib.{0,200}(child|kids)|(child/ matched: 't woman receiving retroactive Medicaid in the birth month. Children born to women during the HPE Hospital Presumptive Eligibility Medicaid period are'"
us-al,M-435-1102,state,state eligibility manual or codified eligibility regulation,OUTREACH,,,no,"publisher block recorded in the medicaid queue row (blocked_primary_source); searched 4 provisions in Alabama's program and pointer scopes: Blocked 2026-09-10: Probed 2026-09-10 (plain request plus curl-cffi chrome120 browser impersonation, 20 s timeouts): medicaid.alabama.gov does not answer TCP from this network (requests ConnectTimeout"
us-ar,M-435-1102,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ar/manual/dco/medicaid/policy-manual/page-2,no,"strong pattern /presumptive(ly)? eligib.{0,200}(child|kids)|(child/ matched: 'Groups B-200 Families and Individuals Group (MAGI) B-210 ARKids First B-220 Newborns B-230 Parent/Caretaker Relatives B-240 Pregnant Women B-250 Unbo'"
us-az,M-435-1102,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-az/manual/ahcccs/medicaid/policy-chapter-1300-applications-1309-approval-of-applications-c-general-information-on-eligibility-begin-dates/block-2,no,"strong pattern /presumptive(ly)? eligib.{0,200}(child|kids)|(child/ matched: 'first day of the second month following the determination. KidsCare Begin Date Examples Hospital Presumptive Eligibility (HPE) HPE eligibility begins'"
us-ca,M-435-1102,state,state eligibility manual or codified eligibility regulation,OUTREACH,,,no,publisher block recorded in the medicaid queue row (blocked_primary_source); searched 0 provisions in California's program and pointer scopes: Blocked 2026-09-10: the DHCS Medi-Cal Eligibility Procedures Manual (MEPM) index returns HTTP 403 with an Imperva/Incapsula 'Request unsuccessful' interstitial (incident id 648000110623365723-46441041
us-co,M-435-1102,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-co/manual/hcpf/medicaid/10-ccr-2505-10-8-100/page-34,no,"strong pattern /presumptive(ly)? eligib.{0,200}(child|kids)|(child/ matched: 'tance Categories, regardless of immigration status: a) MAGI Children, MAGI Pregnant, Psych <21, Transitional Medical Assistance, 4 Month Extended Medi'"
us-ct,M-435-1102,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ct/manual/dss/medicaid/1523/block-1,no,"strong pattern /presumptive(ly)? eligib.{0,200}(child|kids)|(child/ matched: 'vices Uniform Policy Manual: 1523 The Eligibility Process - Presumptive Eligibility for Children'"
us-dc,M-435-1102,state,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-medicaid-state-eligibility-manual,us-dc/manual/dhcf/medicaid/29-9501/block-1,no,"weak (candidate) pattern matched; /presumptive(ly)? eligib/: 'Act on or before December 31, 2014; Individuals determined presumptively eligible by qualified hospitals; and Individuals determined presumptively e' (candidate, needs reading)"
us-de,M-435-1102,state,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-medicaid-state-eligibility-manual,us-de/manual/dss/medicaid/dssm-14000/page-28,no,"weak (candidate) pattern matched; /presumptive(ly)? eligib/: 'le under the Breast and Cervical Cancer Treatment Group; g. Presumptively eligible pregnant women; h. Individuals in need of only the 30-Day Acute Car' (candidate, needs reading)"
us-fl,M-435-1102,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-05-27-fl-ess-manual-r2026-07-15-self-contained,us-fl/manual/dcf/ess-program-policy-manual/appendix-a-13-active-medicaid-program-codes/page-1,no,"strong pattern /presumptive(ly)? eligib.{0,200}(child|kids)|(child/ matched: 'I-Related Emergency Medical Assistance for Noncitizens MM C Children Age 1 to 19 MM I Children from Birth to Age 1 MM P Pregnant Women MM S Medicaid f'"
us-ga,M-435-1102,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ga/manual/dfcs/medicaid/2067/block-1,no,"strong pattern /presumptive(ly)? eligib.{0,200}(child|kids)|(child/ matched: 'Georgia Division of Family and Children Services Medicaid Policy Manual Policy Title: Presumptive Eligibility Medical Assistance Effective Date: July'"
us-hi,M-435-1102,state,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-medicaid-state-eligibility-manual,us-hi/regulation/har/17/1703-1/page-15,no,"weak (candidate) pattern matched; /presumptive(ly)? eligib/: 'he individual applying for medical assistance shall be made presumptively eligible to secure assistance from the ninety-first (91st) day until the hea' (candidate, needs reading)"
us-ia,M-435-1102,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ia/manual/hhs/medicaid/employees-manual-8-f/page-9,no,"strong pattern /presumptive(ly)? eligib.{0,200}(child|kids)|(child/ matched: 'ity for breast and cervical cancer treatment (BCCT) 88-9 A Presumptive eligibility for children 88-5 C * Explanation of fund codes: A = Adult, Medic'"
us-id,M-435-1102,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-id/regulation/idapa/16/03/01/541-544,no,"strong pattern /presumptive(ly)? eligib.{0,200}(child|kids)|(child/ matched: '541 -- 544. (RESERVED) 545. PRESUMPTIVE ELIGIBILITY FOR CHILDREN AND ADULTS.'"
us-il,M-435-1102,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-05-27-il-cash-snap-medical-manual-r2026-07-15-self-contained,us-il/manual/dhs/csmm/81837/block-1,no,"strong pattern /presumptive(ly)? eligib.{0,200}(child|kids)|(child/ matched: 'PM 18-03-08-c Children's Presumptive Eligibility'"
us-in,M-435-1102,state,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-medicaid-state-eligibility-manual,us-in/manual/fssa/medicaid/ihcppm-chapter-3500/page-10,no,"weak (candidate) pattern matched; /presumptive(ly)? eligib/: '3525.05.05 RESERVED 3525.05.10 FAST TRACK ELIGIBILITY AND PRESUMPTIVE ELIGIBILITY As of 2/1/2018 Presumptive Eligibility (PE) members are no longer' (candidate, needs reading)"
us-ks,M-435-1102,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ks/manual/kdhe/medicaid/mkeesm-2000-2600-2610-general-program-information/block-2,no,"strong pattern /presumptive(ly)? eligib.{0,200}(child|kids)|(child/ matched: 'are (were in Foster Care the month of their 18th birthday). Presumptive Eligibility for children, Caretaker Medical, Pregnant Women, Breast and Cervic'"
us-ky,M-435-1102,state,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-medicaid-state-eligibility-manual,us-ky/manual/dcbs/medicaid/volume-iva/page-19,no,"weak (candidate) pattern matched; /presumptive(ly)? eligib/: 'Support PCH Personal Care Home PCP Primary Care Provider PE Presumptive Eligibility PNA Personal Needs Allowance POA Power-of-Attorney PRO Peer Review' (candidate, needs reading)"
us-la,M-435-1102,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-la/manual/ldh/medicaid/f-0000/page-3,no,"strong pattern /presumptive(ly)? eligib.{0,200}(child|kids)|(child/ matched: 'oing Medicaid certification. • Breast and Cervical Cancer • Children with Adoption Assistance, Foster Care, or Guardianship Care Under Title IV-E • Fa'"
us-ma,M-435-1102,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ma/manual/eohhs/medicaid/130-cmr-502/page-7,no,"strong pattern /presumptive(ly)? eligib.{0,200}(child|kids)|(child/ matched: 'd below have been met. The qualified hospital may determine presumptive eligibility for the following: (a) MassHealth Standard if the individual appea'"
us-md,M-435-1102,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-md/manual/mdh/medicaid/section-400/page-6,no,"strong pattern /presumptive(ly)? eligib.{0,200}(child|kids)|(child/ matched: 'r a certification period including the newborn’s birth, the child is certified in coverage group P03, unless the mother was eligible in coverage group'"
us-me,M-435-1102,state,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-medicaid-state-eligibility-manual,us-me/regulation/dhhs/ofi/chapter-332/part-2/section-3,no,"weak (candidate) pattern matched; /presumptive(ly)? eligib/: 'd at the time of birth. F. Individuals while covered under Presumptive Eligibility. G. Individuals whose citizenship or eligible noncitizen status h' (candidate, needs reading)"
us-mi,M-435-1102,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-07-17-mi-bridges-manual,us-mi/manual/mdhhs/bridges/bam/118/page-5,no,"strong pattern /presumptive(ly)? eligib.{0,200}(child|kids)|(child/ matched: 'verifications/actions are not met by the end of the 45-day presumptive eligibility period, take the required actions in Bridges timely to close the o'"
us-mn,M-435-1102,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-mn/manual/dhs/medicaid/2-2-1-1/block-2,no,"strong pattern /presumptive(ly)? eligib.{0,200}(child|kids)|(child/ matched: 'The Hospital Presumptive Eligibility (HPE) program allows participating hospitals to determine temporary eligibility for Medical Assistance (MA) for p'"
us-mo,M-435-1102,state,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,not found in held text (searched 636 provisions in Missouri's program and pointer scopes); carried by Medicaid state plan presumptive-eligibility pages (S-series eligibility SPAs) on medicaid.gov; untaken publisher families: magi_appendix_spreadsheet (3 of 3 not taken); index https://dssmanuals.mo.gov/family-mo-healthnet-magi/
us-ms,M-435-1102,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-ms/manual/dom/chip/epm-chapter-101/101.02,no,"strong pattern /presumptive(ly)? eligib.{0,200}(child|kids)|(child/ matched: 'ity Administration or SSA, 2. The Mississippi Department of Child Protection Services or DCPS, 3. The Mississippi Division of Medicaid or DOM, 4. Qual'"
us-mt,M-435-1102,state,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-medicaid-state-eligibility-manual,us-mt/manual/dphhs/medicaid/cma04/page-23,no,"weak (candidate) pattern matched; /presumptive(ly)? eligib/: 'g Individual QMB—Qualiﬁed Medicare Beneﬁciary QPEP—Qualiﬁed Presumptive Eligibility Provider QUALIFIED ENTITY (QE) - An employee of a Montana health c' (candidate, needs reading)"
us-nc,M-435-1102,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-nc/manual/dhb/medicaid/ma-3245/page-1,no,"strong pattern /presumptive(ly)? eligib.{0,200}(child|kids)|(child/ matched: 'igibility. B. The qualified provider who opts to determine presumptive eligibility must enroll with and be approved by DMA. Examples of qualified pro'"
us-nd,M-435-1102,state,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-chip-state-eligibility-manual,us-nd/manual/hhs/aca-medicaid/510-03-60-05/block-1,no,"weak (candidate) pattern matched; /presumptive(ly)? eligib/: 'General Statement (Hospital Presumptive Eligibility (HPE) 510-03-60-05' (candidate, needs reading)"
us-ne,M-435-1102,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-ne/regulation/title-477/chapter-19/008.07,no,"strong pattern /presumptive(ly)? eligib.{0,200}(child|kids)|(child/ matched: 'ambulatory prenatal care for pregnant women on the basis of presumptive eligibility. The qualified provider may authorize a period of presumptive elig'"
us-nh,M-435-1102,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-nh/manual/dhhs/mam/223-02-continuous-eligibility-for-children-s-and-newborn-s-medical/block-1,no,"strong pattern /presumptive(ly)? eligib.{0,200}(child|kids)|(child/ matched: 'equiring an application. Note : Continuous eligibility for children applies to all categories of medical assistance with the exception of presumptive'"
us-nj,M-435-1102,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-nj/manual/dhs/medicaid/njac-10-69/page-2,no,"strong pattern /presumptive(ly)? eligib.{0,200}(child|kids)|(child/ matched: '2 of 2 Title 10, Chapter 69 -- Chapter Notes Subchapter 12, Presumptive Eligibility for AFDC-Related Medicaid Children was adopted as new rules by R.2'"
us-nm,M-435-1102,state,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-chip-state-eligibility-manual,us-nm/regulation/nmac/8/291/400/8.291.400.13,no,"weak (candidate) pattern matched; /presumptive(ly)? eligib/: 'PRESUMPTIVE ELIGIBILITY:' (candidate, needs reading)"
us-nv,M-435-1102,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-nv/manual/dss/medicaid/h-100/page-4,no,"strong pattern /presumptive(ly)? eligib.{0,200}(child|kids)|(child/ matched: 'are and Supportive Services H-105 Medical Assistance Manual PRESUMPTIVE ELIGIBILITY 23 Oct 01 MTL 04/23 ELIGIBLE GROUPS d. Childless adults age 19-64'"
us-ny,M-435-1102,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ny/manual/doh/medicaid/glossary/page-19,no,"strong pattern /presumptive(ly)? eligib.{0,200}(child|kids)|(child/ matched: 'tates with the permission of the USCIS. QUALIFIED ENTITY - Presumptive eligibility is a means of immediately providing Medicaid covered care and serv'"
us-oh,M-435-1102,state,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-medicaid-state-eligibility-manual,us-oh/manual/odm/medicaid/5160-1-2-13/block-1,no,"weak (candidate) pattern matched; /presumptive(ly)? eligib/: 'Rule 5160:1-2-13 | Medicaid: presumptive eligibility.' (candidate, needs reading)"
us-ok,M-435-1102,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ok/manual/ohca/medicaid/317-35-6-60/block-1,no,"strong pattern /presumptive(ly)? eligib.{0,200}(child|kids)|(child/ matched: ') Loses Oklahoma residence; or (B) Expires. (4) A newborn child cannot be deemed eligible when the mother's only coverage was presumptive eligibilit'"
us-or,M-435-1102,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-or/regulation/chapter-410/division-200/410-200-0105,no,"strong pattern /presumptive(ly)? eligib.{0,200}(child|kids)|(child/ matched: 'and does not entitle beneficiaries to the following: (a) A child is not entitled to continuous eligibility (OAR 410-200-0135) based solely on the rec'"
us-pa,M-435-1102,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-pa/manual/dhs/medicaid/304-application/304-1-general-policy/block-6,no,"strong pattern /presumptive(ly)? eligib.{0,200}(child|kids)|(child/ matched: '41.81(g) Exception: There is no retroactive coverage under Presumptive Eligibility or Healthy Horizons Cost-Sharing programs. Retroactive MA coverage'"
us-ri,M-435-1102,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ri/manual/eohhs/medicaid/210-ricr-30-00-4/page-1,no,"strong pattern /presumptive(ly)? eligib.{0,200}(child|kids)|(child/ matched: 'FICE OF HEALTH AND HUMAN SERVICES CHAPTER 30 - MEDICAID FOR CHILDREN, FAMILIES AND AFFORDABLE CARE ACT (ACA) ADULTS SUBCHAPTER 00 – AFFORDABLE COVERAG'"
us-sc,M-435-1102,state,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-medicaid-state-eligibility-manual,us-sc/manual/scdhhs/medicaid/chapter-601/block-1,no,"weak (candidate) pattern matched; /presumptive(ly)? eligib/: 'January 1, 2014, hospitals will have the option to perform Presumptive Eligibility (PE) determinations for select Medicaid eligibility group coverage' (candidate, needs reading)"
us-sd,M-435-1102,state,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,not found in held text (searched 46 provisions in South Dakota's program and pointer scopes); carried by Medicaid state plan presumptive-eligibility pages (S-series eligibility SPAs) on medicaid.gov; untaken publisher families: nonmedicaid_chip_chapter (1 of 1 not taken); index https://sdlegislature.gov/Rules/Administrative/67:46
us-tn,M-435-1102,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-tn/manual/tenncare/medicaid/admin-200-040/page-4,no,"strong pattern /presumptive(ly)? eligib.{0,200}(child|kids)|(child/ matched: 'igibility is the date determined by the qualified entity. • Presumptively Eligible Pregnant Women • Hospital Presumptive Eligibility • Presumptive Bre'"
us-tx,M-435-1102,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-tx/manual/hhsc/medicaid/twh-a-120/block-47,no,"strong pattern /presumptive(ly)? eligib.{0,200}(child|kids)|(child/ matched: 'Presumptive eligibility (PE) provides short-term medical coverage to pregnant women, MBCC applicants, children under age 19, parents and caretaker rel'"
us-ut,M-435-1102,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ut/manual/dhhs/medicaid/300-medicaid-programs-347-child-category/block-2,no,"strong pattern /presumptive(ly)? eligib.{0,200}(child|kids)|(child/ matched: 'the child turns one. · If the mother is on RMA or is only presumptively eligible, the child does not qualify for the Child 0-1 coverage. 2. Changes'"
us-va,M-435-1102,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-va/manual/dmas/medicaid/m01/page-49,no,"strong pattern /presumptive(ly)? eligib.{0,200}(child|kids)|(child/ matched: '20 MEDICAL ASSISTANCE APPLICATION M0120.500 16 C. Hospital Presumptive Eligibility The Affordable Care Act required states to allow approved hospital'"
us-vt,M-435-1102,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-vt/manual/dvha/medicaid/hbee-part-2/7.03,no,"strong pattern /presumptive(ly)? eligib.{0,200}(child|kids)|(child/ matched: 'or (V) The individual dies. This provision also applies to children who are under the age of 19 and eligible for Medicaid under MABD categorically-ne'"
us-wa,M-435-1102,state,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-medicaid-state-eligibility-manual,us-wa/manual/hca/medicaid/presumptive-eligibility-home-and-community-services-hcs/block-1,no,"weak (candidate) pattern matched; /presumptive(ly)? eligib/: 'Presumptive eligibility for Home and Community Services (HCS)' (candidate, needs reading)"
us-wi,M-435-1102,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-wi/manual/dhs/medicaid/meh-release-26-03/page-41,no,"strong pattern /presumptive(ly)? eligib.{0,200}(child|kids)|(child/ matched: 'care Savings Programs Continuous coverage does not apply to children: • Enrolled under presumptive eligibility. • Required to meet a deductible in ord'"
us-wv,M-435-1102,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-07-21-wv-income-maintenance-manual,us-wv/manual/bfa/income-maintenance-manual/page-167,no,"strong pattern /presumptive(ly)? eligib.{0,200}(child|kids)|(child/ matched: 'apply to this provision. Coverage groups eligible for PE: • Children under age 19 • Pregnant Women • Parents/Caretaker Relatives • Adult Group • Forme'"
us-wy,M-435-1102,state,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,no medicaid document taken for this state (searched 0 provisions in Wyoming's program and pointer scopes); publisher lists: manual_policy_page_html (107 of 107 not taken); eligibility_table_html (17 of 17 not taken); index https://ecom.wyo.gov/; also carried by Medicaid state plan presumptive-eligibility pages (S-series eligibility SPAs) on medicaid.gov
us,M-435-1103,state,federal regulation (eCFR),PRESENT,2026-06-25-title-42-part-435,us/regulation/42/435/1103,no,federal regulation text held (42 CFR 435.1103)
us-ak,M-435-1103,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-ak/manual/dpa/magi-medicaid/833-hosptial-presumptive-eligibility-determination/block-1,no,"strong pattern /presumptive(ly)? eligib.{0,200}(pregnan|adult|pare/ matched: 'id determination. An individual can only have one hospital presumptive eligibility approval within a 12-month period, starting with the month of the'"
us-al,M-435-1103,state,state eligibility manual or codified eligibility regulation,OUTREACH,,,no,"publisher block recorded in the medicaid queue row (blocked_primary_source); searched 4 provisions in Alabama's program and pointer scopes: Blocked 2026-09-10: Probed 2026-09-10 (plain request plus curl-cffi chrome120 browser impersonation, 20 s timeouts): medicaid.alabama.gov does not answer TCP from this network (requests ConnectTimeout"
us-ar,M-435-1103,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ar/manual/dco/medicaid/policy-manual/page-2,no,"strong pattern /presumptive(ly)? eligib.{0,200}(pregnan|adult|pare/ matched: 'First B-220 Newborns B-230 Parent/Caretaker Relatives B-240 Pregnant Women B-250 Unborn Child (Pregnant Woman) B-260 Former Foster Care Adults B-270 A'"
us-az,M-435-1103,state,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-medicaid-state-eligibility-manual,us-az/manual/ahcccs/medicaid/policy-chapter-1300-applications-1304-ssi-mao-application-process-b-disability-determination/block-4,no,"weak (candidate) pattern matched; /presumptive(ly)? eligib/: '2) Presumptive Eligibility for SSI-Cash' (candidate, needs reading)"
us-ca,M-435-1103,state,state eligibility manual or codified eligibility regulation,OUTREACH,,,no,publisher block recorded in the medicaid queue row (blocked_primary_source); searched 0 provisions in California's program and pointer scopes: Blocked 2026-09-10: the DHCS Medi-Cal Eligibility Procedures Manual (MEPM) index returns HTTP 403 with an Imperva/Incapsula 'Request unsuccessful' interstitial (incident id 648000110623365723-46441041
us-co,M-435-1103,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-co/manual/hcpf/medicaid/10-ccr-2505-10-8-100/page-34,no,"strong pattern /presumptive(ly)? eligib.{0,200}(pregnan|adult|pare/ matched: 's, regardless of immigration status: a) MAGI Children, MAGI Pregnant, Psych <21, Transitional Medical Assistance, 4 Month Extended Medical Assistance,'"
us-ct,M-435-1103,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ct/manual/dss/medicaid/1521/block-1,no,"strong pattern /presumptive(ly)? eligib.{0,200}(pregnan|adult|pare/ matched: 'vices Uniform Policy Manual: 1521 The Eligibility Process - Presumptive Eligibility for Pregnant Women'"
us-dc,M-435-1103,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-dc/manual/dhcf/medicaid/29-9501/block-1,no,"strong pattern /presumptive(ly)? eligib.{0,200}(pregnan|adult|pare/ matched: 'ligible by qualified hospitals; and Individuals determined presumptively eligible based on pregnancy. An applicant or the applicant’s authorized rep'"
us-de,M-435-1103,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-de/manual/dss/medicaid/dssm-14000/page-28,no,"strong pattern /presumptive(ly)? eligib.{0,200}(pregnan|adult|pare/ matched: 'le under the Breast and Cervical Cancer Treatment Group; g. Presumptively eligible pregnant women; h. Individuals in need of only the 30-Day Acute Car'"
us-fl,M-435-1103,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-05-27-fl-ess-manual-r2026-07-15-self-contained,us-fl/manual/dcf/ess-program-policy-manual/appendix-a-13-active-medicaid-program-codes/page-1,no,"strong pattern /presumptive(ly)? eligib.{0,200}(pregnan|adult|pare/ matched: 'Children Age 1 to 19 MM I Children from Birth to Age 1 MM P Pregnant Women MM S Medicaid for Aged or Disabled MEDS-AD MM T MEDS for Pregnant Women (Pr'"
us-ga,M-435-1103,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ga/manual/dfcs/medicaid/2060/block-4,no,"strong pattern /presumptive(ly)? eligib.{0,200}(pregnan|adult|pare/ matched: 'm 508 SNAP, TANF, Medical Assistance Renewal Form Form 632 Presumptive Eligibility (PE) for Pregnancy Form 632H Qualified Hospital Presumptive Eligi'"
us-hi,M-435-1103,state,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-medicaid-state-eligibility-manual,us-hi/regulation/har/17/1703-1/page-15,no,"weak (candidate) pattern matched; /presumptive(ly)? eligib/: 'he individual applying for medical assistance shall be made presumptively eligible to secure assistance from the ninety-first (91st) day until the hea' (candidate, needs reading)"
us-ia,M-435-1103,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ia/manual/hhs/medicaid/employees-manual-8-f/page-8,no,"strong pattern /presumptive(ly)? eligib.{0,200}(pregnan|adult|pare/ matched: '60-M A, C, P Medicaid for kids with special needs 64-7 C Presumptive eligibility for pregnant women 88-8 A'"
us-id,M-435-1103,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-chip-state-eligibility-manual,us-id/regulation/idapa/16/03/01/541-544,no,"strong pattern /presumptive(ly)? eligib.{0,200}(pregnan|adult|pare/ matched: '541 -- 544. (RESERVED) 545. PRESUMPTIVE ELIGIBILITY FOR CHILDREN AND ADULTS.'"
us-il,M-435-1103,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-05-27-il-cash-snap-medical-manual-r2026-07-15-self-contained,us-il/manual/dhs/csmm/12285/block-1,no,"strong pattern /presumptive(ly)? eligib.{0,200}(pregnan|adult|pare/ matched: 'all of the Assist eligibility factors (see PM 06-09-00 ). Pregnant women may receive help from the Medicaid Presumptive Eligibility (MPE) program, a'"
us-in,M-435-1103,state,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-medicaid-state-eligibility-manual,us-in/manual/fssa/medicaid/ihcppm-chapter-3500/page-10,no,"weak (candidate) pattern matched; /presumptive(ly)? eligib/: '3525.05.05 RESERVED 3525.05.10 FAST TRACK ELIGIBILITY AND PRESUMPTIVE ELIGIBILITY As of 2/1/2018 Presumptive Eligibility (PE) members are no longer' (candidate, needs reading)"
us-ks,M-435-1103,state,state eligibility manual or codified eligibility regulation,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ks/manual/kdhe/medicaid/mkeesm-2000-2600-2610-general-program-information/block-2,no,"strong pattern /presumptive(ly)? eligib.{0,200}(pregnan|adult|pare/ matched: 'for the citizenship/alienage provisions, under SOBRA. Young Adults ages 18-26 who have aged out of Foster Care (were in Foster Care the month of their'"
