jurisdiction,element,level,family,status,scope_version,citation_path,pe_modeled,evidence_note
us-la,MED-ST-2,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-la/manual/ldh/medicaid/h-1100/page-1,yes,hand-reviewed: H-1100 QMB requirements: entitled to or enrolled in Part A; income less than or equal to 100 percent of FPL (the scan's first hit on H-100 p.2 quoted the neighbouring FOA 300% sentence); Z-200 pp.1-7 restate QMB 100% / SLMB 100-120% FPIG
us-la,MED-ST-3,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-la/manual/ldh/medicaid/n-0000/page-16,yes,"a resource/asset limit or no-resource-test statement within 250 chars of an MSP group term in 'Page 16': ""...income subsidy (LIS) who are eligible for MSP, but not enrolled. Under MIPPA, the federal asset limits for all MSPs – Qualified Medicare Beneficiary (QMB), Specified Low-Income Medicare Benef..."""
us-la,MED-ST-4,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-la/manual/ldh/medicaid/i-1630/page-1,partial,"a disregard or SSI-methodology statement within 250 chars of an MSP group term in 'Page 1': ""...shed on or prior to December 31, 1973. Effective October 1, 2019, all resources shall be disregarded in eligibility determinations for Qualified Medicare Beneficiary (QMB), Specified Low-I..."""
us-la,MED-ST-6,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-la/manual/ldh/medicaid/h-1100/page-2,partial,"a coinsurance/deductible/cost-sharing payment statement within 250 chars of an MSP group term in 'Page 2': ""...023 Revised/added text indicated by underscore Deleted text indicated by “” • Medicare coinsurance for Medicare covered services. QMB Plus Eligible for Medicaid payments for: • The same..."""
us-la,MED-ST-7,state,state Medicaid regulation/manual,REVIEW,2026-09-10-medicaid-state-eligibility-manual,,partial,78 MSP rows in the scope but none carries a 2025/2026-dated dollar figure near the group term; the figure may sit in a standards chart or appendix outside this scope
us-ma,MED-ST-5,state,manual (CMS IOM),PRESENT,2026-09-10-medicare-cms-iom-100-24,us/manual/cms/iom/100-24/chapter-1/1.6,no,"Pub 100-24 ch.1 1.6 'Part B Buy-in Coverage Groups in the 50 States and DC' and 1.7 QMB Part A payment (federal family, state-by-state text; body opened)"
us-ma,MED-ST-1,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ma/manual/eohhs/medicaid/130-cmr-519/page-20,yes,"16 rows name an MSP group in the heading or 3+ times in the body (TOC/glossary rows excluded); cited row 'Page 20', 20 mentions, body opened"
us-ma,MED-ST-2,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ma/manual/eohhs/medicaid/130-cmr-519/page-20,yes,"an FPL-percent or dollar income standard within 250 chars of an MSP group term in 'Page 20': ""...an or equal to 210% of the federal poverty level (FPL). The MassHealth agency will disregard all assets or resources when determinin..."""
us-ma,MED-ST-3,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ma/manual/eohhs/medicaid/130-cmr-520/page-3,yes,"a resource/asset limit or no-resource-test statement within 250 chars of an MSP group term in 'Page 3': ""...fied by the Centers for Medicare and Medicaid Services. Each calendar year, the allowable asset limits shall be made available on MassHealth’s website. (C) The treatment of a married couple'..."""
us-ma,MED-ST-4,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ma/manual/eohhs/medicaid/130-cmr-519/page-20,partial,"a disregard or SSI-methodology statement within 250 chars of an MSP group term in 'Page 20': ""...an or equal to 210% of the federal poverty level (FPL). The MassHealth agency will disregard all assets or resources when determining eligibility for MSP only benefits; and (c) meet..."""
us-ma,MED-ST-6,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ma/manual/eohhs/medicaid/130-cmr-519/page-20,partial,"a coinsurance/deductible/cost-sharing payment statement within 250 chars of an MSP group term in 'Page 20': ""...ys for Medicare Part A and Part B premiums and for deductibles and coinsurance under Medicare Parts A and B for members who establish eligibility for MSP coverage in ac..."""
us-ma,MED-ST-7,state,state Medicaid regulation/manual,REVIEW,2026-09-10-medicaid-state-eligibility-manual,,partial,22 MSP rows in the scope but none carries a 2025/2026-dated dollar figure near the group term; the figure may sit in a standards chart or appendix outside this scope
us-md,MED-ST-5,state,manual (CMS IOM),PRESENT,2026-09-10-medicare-cms-iom-100-24,us/manual/cms/iom/100-24/chapter-1/1.6,no,"Pub 100-24 ch.1 1.6 'Part B Buy-in Coverage Groups in the 50 States and DC' and 1.7 QMB Part A payment (federal family, state-by-state text; body opened)"
us-md,MED-ST-1,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-md/manual/mdh/medicaid/section-300/page-51,yes,"29 rows name an MSP group in the heading or 3+ times in the body (TOC/glossary rows excluded); cited row 'Page 51', 18 mentions, body opened"
us-md,MED-ST-2,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-md/manual/mdh/medicaid/section-300/page-51,yes,"an FPL-percent or dollar income standard within 250 chars of an MSP group term in 'Page 51': ""...for both. The income standard is higher. It requires that income not only be at or below 120% of poverty, but that it..."""
us-md,MED-ST-3,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-md/manual/mdh/medicaid/section-300/page-51,yes,"a resource/asset limit or no-resource-test statement within 250 chars of an MSP group term in 'Page 51': ""...quirements for QMB. When determining resource eligibility for SLMB, CM should use the QMB resource standard. SLMB eligibility is determined only after a person has applied for MA and QMB and has be..."""
us-md,MED-ST-4,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-md/manual/mdh/medicaid/section-300/page-53,partial,"a disregard or SSI-methodology statement within 250 chars of an MSP group term in 'Page 53': ""...Poverty Level) Qualified Medicare Beneficiary (QMB): Monthly Income Limits: (100% FPL + $20)* All States and DC (Except Alaska & Hawaii): $ 951- Individual $1,281 – Couple Alaska: $..."""
us-md,MED-ST-6,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-md/manual/mdh/medicaid/section-300/page-38,partial,"a coinsurance/deductible/cost-sharing payment statement within 250 chars of an MSP group term in 'Page 38': ""...rogram which provides for State payment of the Medicare Part B premium, co-insurances and deductibles. Buy-in coverage for a person who is determined to be a QMB, as defined in Section B of..."""
us-md,MED-ST-7,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-md/manual/mdh/medicaid/appendix-schedules-2026/page-1,partial,"a 2025/2026-dated dollar figure within 160 chars of an MSP group term in 'Page 1': ""...Page 1 2026 Dual Eligible Standards (Based on Percentage of Federal Poverty Level) Qualified Medicare Beneficiary (QMB): Monthly Income Limits: (100% FPL + $20)* $ 1,350 - Individual $1,824 - Couple Asset Limits: $9,950 - Individual $14,910 - Couple Speci..."""
us-me,MED-ST-5,state,manual (CMS IOM),PRESENT,2026-09-10-medicare-cms-iom-100-24,us/manual/cms/iom/100-24/chapter-1/1.6,no,"Pub 100-24 ch.1 1.6 'Part B Buy-in Coverage Groups in the 50 States and DC' and 1.7 QMB Part A payment (federal family, state-by-state text; body opened)"
us-me,MED-ST-1,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-me/regulation/dhhs/ofi/chapter-332/part-8/section-4,yes,"3 rows name an MSP group in the heading or 3+ times in the body (TOC/glossary rows excluded); cited row 'section-4 COVERAGE TIERS', 23 mentions, body opened"
us-me,MED-ST-2,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-me/regulation/dhhs/ofi/chapter-332/part-8/section-4,yes,"an FPL-percent or dollar income standard within 250 chars of an MSP group term in 'section-4 COVERAGE TIERS': ""...enrolled in Medicare Part A; B. effective July 1, 2024 has income equal to or less than 185% of FPL;..."""
us-me,MED-ST-3,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-me/regulation/dhhs/ofi/chapter-332/part-8/section-4,yes,"a resource/asset limit or no-resource-test statement within 250 chars of an MSP group term in 'section-4 COVERAGE TIERS': ""...Part A; B. effective July 1, 2024 has income equal to or less than 185% of FPL; and C. may have assets. Effective Januar..."""
us-me,MED-ST-4,state,state Medicaid regulation/manual,REVIEW,2026-09-10-medicaid-state-eligibility-manual,,partial,11 MSP rows in the scope but none carries a disregard or SSI-methodology statement near the group term; the figure may sit in a standards chart or appendix outside this scope
us-me,MED-ST-6,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-me/regulation/dhhs/ofi/chapter-332/part-8/section-4,partial,"a coinsurance/deductible/cost-sharing payment statement within 250 chars of an MSP group term in 'section-4 COVERAGE TIERS': ""...he cost of Medicare Part A and/or B premiums, as well as satisfying Medicare Part A and B deductibles and coinsurances (See Appendix A). B. An individual may be eligible for QMB and Medicai..."""
us-me,MED-ST-7,state,state Medicaid regulation/manual,REVIEW,2026-09-10-medicaid-state-eligibility-manual,,partial,11 MSP rows in the scope but none carries a 2025/2026-dated dollar figure near the group term; the figure may sit in a standards chart or appendix outside this scope
us-mi,MED-ST-5,state,manual (CMS IOM),PRESENT,2026-09-10-medicare-cms-iom-100-24,us/manual/cms/iom/100-24/chapter-1/1.6,no,"Pub 100-24 ch.1 1.6 'Part B Buy-in Coverage Groups in the 50 States and DC' and 1.7 QMB Part A payment (federal family, state-by-state text; body opened)"
us-mi,MED-ST-1,state,state Medicaid regulation/manual,PRESENT,2026-07-17-mi-bridges-manual,us-mi/manual/mdhhs/bridges/bem/165/page-1,yes,"24 rows name an MSP group in the heading or 3+ times in the body (TOC/glossary rows excluded); cited row 'Page 1', 18 mentions, body opened"
us-mi,MED-ST-2,state,state Medicaid regulation/manual,PRESENT,2026-07-17-mi-bridges-manual,us-mi/manual/mdhhs/bridges/bem/165/page-1,yes,"an FPL-percent or dollar income standard within 250 chars of an MSP group term in 'Page 1': ""...ies also differ. Income is the major determiner of category. QMB Net income cannot exceed 100% of poverty. SLMB Net income is over 100% of poverty, but not over 120% of poverty. ALMB (QI) Net inc..."""
us-mi,MED-ST-3,state,state Medicaid regulation/manual,PRESENT,2026-07-17-mi-bridges-manual,us-mi/manual/mdhhs/bridges/bem/400/page-8,yes,"a resource/asset limit or no-resource-test statement within 250 chars of an MSP group term in 'Page 8': ""...2026 BRIDGES ELIGIBILITY MANUAL STATE OF MICHIGAN DEPARTMENT OF HEALTH & HUMAN SERVICES Asset Limits for Medicare Savings Program and Certain Other SSI- Related MA Categories For FTW and MS..."""
us-mi,MED-ST-4,state,state Medicaid regulation/manual,PRESENT,2026-07-17-mi-bridges-manual,us-mi/manual/mdhhs/bridges/bem/165/page-1,partial,"a disregard or SSI-methodology statement within 250 chars of an MSP group term in 'Page 1': ""...OF HEALTH & HUMAN SERVICES DEPARTMENT POLICY MA Only Medicare Savings Programs (MSP) are SSI-related MA categories. They are neither Group 1 nor Group 2. This item desc..."""
us-mi,MED-ST-6,state,state Medicaid regulation/manual,REVIEW,2026-07-17-mi-bridges-manual,,partial,hand-reviewed: the scan's hit is the BEM 101 program-code table; BEM 165 (MSP) should be opened for the cost-sharing payment statement
us-mi,MED-ST-7,state,state Medicaid regulation/manual,REVIEW,2026-07-17-mi-bridges-manual,,partial,51 MSP rows in the scope but none carries a 2025/2026-dated dollar figure near the group term; the figure may sit in a standards chart or appendix outside this scope
us-mn,MED-ST-5,state,manual (CMS IOM),PRESENT,2026-09-10-medicare-cms-iom-100-24,us/manual/cms/iom/100-24/chapter-1/1.6,no,"Pub 100-24 ch.1 1.6 'Part B Buy-in Coverage Groups in the 50 States and DC' and 1.7 QMB Part A payment (federal family, state-by-state text; body opened)"
us-mn,MED-ST-1,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-mn/manual/dhs/medicaid/4-2/block-1,yes,"47 rows name an MSP group in the heading or 3+ times in the body (TOC/glossary rows excluded); cited row '4.2 Medicare Savings Programs', 28 mentions, body opened"
us-mn,MED-ST-2,state,state Medicaid regulation/manual,REVIEW,2026-09-10-medicaid-state-eligibility-manual,,yes,93 MSP rows in the scope but none carries an FPL-percent or dollar income standard near the group term; the figure may sit in a standards chart or appendix outside this scope
us-mn,MED-ST-3,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-mn/manual/dhs/medicaid/4-2-1-7/block-2,yes,"a resource/asset limit or no-resource-test statement within 250 chars of an MSP group term in '4.2.1.7 Types of Medicare Savings Programs': ""...are for people entitled to or enrolled in Medicare and who are within certain income and asset limits. Medicare recipients can choose to apply for an MSP only, or both an MSP and Medical Ass..."""
us-mn,MED-ST-4,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-mn/manual/dhs/medicaid/4-2-3-3/block-5,partial,"a disregard or SSI-methodology statement within 250 chars of an MSP group term in 'MSP Disregards and Deductions': ""...MSP Disregards and Deductions Disregards and deductions for MSP income are applied different than for M..."""
us-mn,MED-ST-6,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-mn/manual/dhs/medicaid/4-2/block-1,partial,"a coinsurance/deductible/cost-sharing payment statement within 250 chars of an MSP group term in '4.2 Medicare Savings Programs': ""...re who have limited income and assets by paying some Medicare expenses, such as premiums, deductibles, and coinsurance. A person’s county, tribal or s..."""
us-mn,MED-ST-7,state,state Medicaid regulation/manual,REVIEW,2026-09-10-medicaid-state-eligibility-manual,,partial,93 MSP rows in the scope but none carries a 2025/2026-dated dollar figure near the group term; the figure may sit in a standards chart or appendix outside this scope
us-mo,MED-ST-5,state,manual (CMS IOM),PRESENT,2026-09-10-medicare-cms-iom-100-24,us/manual/cms/iom/100-24/chapter-1/1.6,no,"Pub 100-24 ch.1 1.6 'Part B Buy-in Coverage Groups in the 50 States and DC' and 1.7 QMB Part A payment (federal family, state-by-state text; body opened)"
us-mo,MED-ST-1,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-mo/manual/dss/medicaid/mhabd/0870-000-00/0870-040-00-2/block-1,yes,"78 rows name an MSP group in the heading or 3+ times in the body (TOC/glossary rows excluded); cited row '0870.040.00 QMB to SLMB Cases – DSS Manuals', 44 mentions, body opened"
us-mo,MED-ST-2,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-mo/manual/dss/medicaid/mhabd/0870-000-00/0870-010-00/0870-010-05/block-1,yes,"an FPL-percent or dollar income standard within 250 chars of an MSP group term in '0870.010.05 SLMB Income Standard – DSS Manuals': ""...05 ; IM-28 March 19, 2004 ; IM-172 December 12, 2002 The SLMB income standard maximum is 135% of the Federal Poverty Level for the size of assistance group. The SLMB program has 2 groups of qualifying indiv..."""
us-mo,MED-ST-3,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-mo/manual/dss/medicaid/mhabd/0865-000-00/0865-010-00/0865-010-15/block-1,yes,"a resource/asset limit or no-resource-test statement within 250 chars of an MSP group term in '0865.010.15 Resources (QMB) – DSS Manuals': ""...012 ; IM-76 December 21, 2011 ; IM-81 December 30, 2010 ; IM-04 January 14, 2010 The QMB resource maximums are found on MHABD Appendix J . Resources for the QMB program include anything consider..."""
us-mo,MED-ST-4,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-mo/manual/dss/medicaid/mhabd/0865-000-00/0865-035-00/0865-035-15/block-1,partial,"a disregard or SSI-methodology statement within 250 chars of an MSP group term in '0865.035.15 Budgeting Procedure When MA and QMB Ap': ""...20.00 NET $698.00 $764.00 Non-spend down Limit $699.00 $699.00 non-spend down spend down ($65.00) In the above situation, April and May are the only months Ms. Tr..."""
us-mo,MED-ST-6,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-mo/manual/dss/medicaid/mhabd/0860-000-00/block-1,partial,"a coinsurance/deductible/cost-sharing payment statement within 250 chars of an MSP group term in '0860.000.00 Qualified Disabled Working Individuals': ""...T eligible for MO HealthNet services or for payment of the Medicare Part B (SMI) premium, coinsurance and deduc..."""
us-mo,MED-ST-7,state,state Medicaid regulation/manual,REVIEW,2026-09-10-medicaid-state-eligibility-manual,,partial,95 MSP rows in the scope but none carries a 2025/2026-dated dollar figure near the group term; the figure may sit in a standards chart or appendix outside this scope
us-ms,MED-ST-5,state,manual (CMS IOM),PRESENT,2026-09-10-medicare-cms-iom-100-24,us/manual/cms/iom/100-24/chapter-1/1.6,no,"Pub 100-24 ch.1 1.6 'Part B Buy-in Coverage Groups in the 50 States and DC' and 1.7 QMB Part A payment (federal family, state-by-state text; body opened)"
us-ms,MED-ST-1,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ms/manual/dom/medicaid/chapter-400/page-19,yes,"56 rows name an MSP group in the heading or 3+ times in the body (TOC/glossary rows excluded); cited row 'Page 19', 21 mentions, body opened"
us-ms,MED-ST-2,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ms/manual/dom/medicaid/chapter-102/page-120,yes,"an FPL-percent or dollar income standard within 250 chars of an MSP group term in 'Page 120': ""...-Only – DEI is “Q” Recipients with Medicare and full Medicaid who have income at or below 100% FPL are QMB duals. Recipients in COE-031 are QMB-only eligible. Refer to 400.05.02 for a disc..."""
us-ms,MED-ST-3,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ms/manual/dom/medicaid/chapter-400/page-25,yes,"a resource/asset limit or no-resource-test statement within 250 chars of an MSP group term in 'Page 25': ""...s with income that exceeds 120% FPL (SLMB limit) but does not exceed 135% FPL. • There is no resource test for this group effective July 1, 1999; however, income produced by resources (interest, d..."""
us-ms,MED-ST-4,state,state Medicaid regulation/manual,REVIEW,2026-09-10-medicaid-state-eligibility-manual,,partial,"hand-reviewed: the scan's hit is the Disabled Adult Child disregard example (ch. 400 p.20), not an MSP disregard; the MSP budgeting page should be opened"
us-ms,MED-ST-6,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-ms/manual/dom/medicaid/chapter-400/page-19,partial,"a coinsurance/deductible/cost-sharing payment statement within 250 chars of an MSP group term in 'Page 19': ""...MAGI Eligibility Criteria and Budgeting Page |19 Effective Date of QMB Benefits Medicare cost-sharing benefits are effective with the month after the month in which a determination is made th..."""
us-ms,MED-ST-7,state,state Medicaid regulation/manual,REVIEW,2026-09-10-medicaid-state-eligibility-manual,,partial,72 MSP rows in the scope but none carries a 2025/2026-dated dollar figure near the group term; the figure may sit in a standards chart or appendix outside this scope
us-mt,MED-ST-5,state,manual (CMS IOM),PRESENT,2026-09-10-medicare-cms-iom-100-24,us/manual/cms/iom/100-24/chapter-1/1.6,no,"Pub 100-24 ch.1 1.6 'Part B Buy-in Coverage Groups in the 50 States and DC' and 1.7 QMB Part A payment (federal family, state-by-state text; body opened)"
us-mt,MED-ST-1,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-mt/manual/dphhs/medicaid/abd009/page-1,yes,"14 rows name an MSP group in the heading or 3+ times in the body (TOC/glossary rows excluded); cited row 'Page 1', 17 mentions, body opened"
us-mt,MED-ST-2,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-mt/manual/dphhs/medicaid/abd201-8/page-3,yes,"an FPL-percent or dollar income standard within 250 chars of an MSP group term in 'Page 3': ""...t be within the following guidelines for the appropriate household size: QMB: at or below 100% FPL SLMB: abo..."""
us-mt,MED-ST-3,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-mt/manual/dphhs/medicaid/abd201-8/page-3,yes,"a resource/asset limit or no-resource-test statement within 250 chars of an MSP group term in 'Page 3': ""...00% FPL SLMB: above 100% and at or below 120% FPL QI: above 120% and at or below 135% FPL Countable resources cannot exceed the MSP resource standards listed in CMA 001. COST OF LIVING ADJUSTMENT (COLA): Yearly CO..."""
us-mt,MED-ST-4,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-mt/manual/dphhs/medicaid/abd009/page-1,partial,"a disregard or SSI-methodology statement within 250 chars of an MSP group term in 'Page 1': ""...s in which there is an SSA COLA increase, on-going MSP recipients’ SSA COLA increases are disregarded whe..."""
us-mt,MED-ST-6,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-mt/manual/dphhs/medicaid/abd201-8/page-2,partial,"a coinsurance/deductible/cost-sharing payment statement within 250 chars of an MSP group term in 'Page 2': ""...ho do not receive premium-free Part A coverage); 2. Medicare Part B premiums; 3. Medicare deductibles; and 4. Medicare coinsurance (the cost share amoun..."""
us-mt,MED-ST-7,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-mt/manual/dphhs/medicaid/abd009/page-1,partial,"a 2025/2026-dated dollar figure within 160 chars of an MSP group term in 'Page 1': "".... INCOME: Effective April 1, 2026, use the following standards to determine income eligibility for Medicare Savings Programs (MSP): QMB (100%) SLMB (120%) QI (135%) Individual $0 to $1,330 $1330.01 to $1,596 $1,596.01 to $1,796 Couple $0 to $1,804 $1,804.01 to $2,164 $2,164.01 to..."""
us-nc,MED-ST-5,state,manual (CMS IOM),PRESENT,2026-09-10-medicare-cms-iom-100-24,us/manual/cms/iom/100-24/chapter-1/1.6,no,"Pub 100-24 ch.1 1.6 'Part B Buy-in Coverage Groups in the 50 States and DC' and 1.7 QMB Part A payment (federal family, state-by-state text; body opened)"
us-nc,MED-ST-1,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-nc/manual/dhb/medicaid/ma-2160/page-5,yes,"25 rows name an MSP group in the heading or 3+ times in the body (TOC/glossary rows excluded); cited row 'Page 5', 13 mentions, body opened"
us-nc,MED-ST-2,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-nc/manual/dhb/medicaid/ma-2160/page-1,yes,"an FPL-percent or dollar income standard within 250 chars of an MSP group term in 'Page 1': ""...beneficiaries who would be eligible for MQB- B except that their income is between 120 - 135% of the federal poverty limit. QI1s are also referred to as MQB-E. Although eligibility regulations and benefits..."""
us-nc,MED-ST-3,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-nc/manual/dhb/medicaid/ma-500/page-3,yes,"a resource/asset limit or no-resource-test statement within 250 chars of an MSP group term in 'Page 3': ""...o earnings, have income no higher than 200% of the federal poverty income level, and have resources no higher than twice the SSI resource limit are classified as categorically needy. However..."""
us-nc,MED-ST-4,state,state Medicaid regulation/manual,REVIEW,2026-09-10-medicaid-state-eligibility-manual,,partial,52 MSP rows in the scope but none carries a disregard or SSI-methodology statement near the group term; the figure may sit in a standards chart or appendix outside this scope
us-nc,MED-ST-6,state,state Medicaid regulation/manual,REVIEW,2026-09-10-medicaid-state-eligibility-manual,,partial,"hand-reviewed: the scan's hit ('pend to meet a deductible', MA-2160 p.5) is the Medicaid deductible, not Medicare cost-sharing; MA-2130 QMB benefits should be opened"
us-nc,MED-ST-7,state,state Medicaid regulation/manual,REVIEW,2026-09-10-medicaid-state-eligibility-manual,,partial,52 MSP rows in the scope but none carries a 2025/2026-dated dollar figure near the group term; the figure may sit in a standards chart or appendix outside this scope
us-nd,MED-ST-5,state,manual (CMS IOM),PRESENT,2026-09-10-medicare-cms-iom-100-24,us/manual/cms/iom/100-24/chapter-1/1.6,no,"Pub 100-24 ch.1 1.6 'Part B Buy-in Coverage Groups in the 50 States and DC' and 1.7 QMB Part A payment (federal family, state-by-state text; body opened)"
us-nd,MED-ST-1,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-nd/manual/hhs/medicaid/510-05-60-05/block-1,yes,"14 rows name an MSP group in the heading or 3+ times in the body (TOC/glossary rows excluded); cited row 'General Information (Medicare Premium Assistance Program) 510-05-60-05', 19 mentions, body opened"
us-nd,MED-ST-2,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-nd/manual/hhs/medicaid/510-05-90-60/block-1,yes,"an FPL-percent or dollar income standard within 250 chars of an MSP group term in 'Budgeting Procedures for the Medicare Savings Prog': ""...home, a specialized facility , or a nursing facility. Recipients with income at or below 100% of the poverty level can only be eligible as a QMB. If income is above 100% but not more than 120% of th..."""
us-nd,MED-ST-3,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-nd/manual/hhs/medicaid/510-05-60-20/block-1,yes,"a resource/asset limit or no-resource-test statement within 250 chars of an MSP group term in 'Asset Limits for the Medicare Premium Assistance P': ""...Asset Limits for the Medicare Premium Assistance Program 510-05-60-20 (Revised 1/1/2026 Release 26.1..."""
us-nd,MED-ST-4,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-nd/manual/hhs/medicaid/510-05-60-35/block-1,partial,"a disregard or SSI-methodology statement within 250 chars of an MSP group term in 'Income Levels for the Medicare Premium Assistance ': ""...me levels. Note: Annual Title II cost of living allowances effective in January shall be disregarded when determining eligibility for Medicare Savings Programs for Jan..."""
us-nd,MED-ST-6,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-nd/manual/hhs/medicaid/510-05-60-05/block-1,partial,"a coinsurance/deductible/cost-sharing payment statement within 250 chars of an MSP group term in 'General Information (Medicare Premium Assistance P': ""...Part A or premium Medicare Part A. MSP is available to assist with Medicare premiums and cost sharing for people with Limited income and assets The program includes coverage of Qualif..."""
us-nd,MED-ST-7,state,state Medicaid regulation/manual,PRESENT,2026-09-10-medicaid-state-eligibility-manual,us-nd/manual/hhs/medicaid/510-05-85-40/block-1,partial,"a 2025/2026-dated dollar figure within 160 chars of an MSP group term in 'Income Levels 510-05-85-40': ""...effective July 2026 ($881 effective July 2025, $852 effective July 2024). Poverty income levels. Qualified Medicare Beneficiaries The inc..."""
us-ne,MED-ST-5,state,manual (CMS IOM),PRESENT,2026-09-10-medicare-cms-iom-100-24,us/manual/cms/iom/100-24/chapter-1/1.6,no,"Pub 100-24 ch.1 1.6 'Part B Buy-in Coverage Groups in the 50 States and DC' and 1.7 QMB Part A payment (federal family, state-by-state text; body opened)"
us-ne,MED-ST-1,state,state Medicaid regulation/manual,OUTREACH,,,yes,rules.nebraska.gov chapter API for 477 NAC (Medicaid eligibility) blocked on 2026-09-11 (Medicaid queue batch 5); no Medicaid eligibility scope selected
us-ne,MED-ST-2,state,state Medicaid regulation/manual,OUTREACH,,,yes,rules.nebraska.gov chapter API for 477 NAC (Medicaid eligibility) blocked on 2026-09-11 (Medicaid queue batch 5); no Medicaid eligibility scope selected
us-ne,MED-ST-3,state,state Medicaid regulation/manual,OUTREACH,,,yes,rules.nebraska.gov chapter API for 477 NAC (Medicaid eligibility) blocked on 2026-09-11 (Medicaid queue batch 5); no Medicaid eligibility scope selected
us-ne,MED-ST-4,state,state Medicaid regulation/manual,OUTREACH,,,partial,rules.nebraska.gov chapter API for 477 NAC (Medicaid eligibility) blocked on 2026-09-11 (Medicaid queue batch 5); no Medicaid eligibility scope selected
us-ne,MED-ST-6,state,state Medicaid regulation/manual,OUTREACH,,,partial,rules.nebraska.gov chapter API for 477 NAC (Medicaid eligibility) blocked on 2026-09-11 (Medicaid queue batch 5); no Medicaid eligibility scope selected
us-ne,MED-ST-7,state,state Medicaid regulation/manual,OUTREACH,,,partial,rules.nebraska.gov chapter API for 477 NAC (Medicaid eligibility) blocked on 2026-09-11 (Medicaid queue batch 5); no Medicaid eligibility scope selected
