jurisdiction,element,level,family,status,scope_version,citation_path,pe_modeled,evidence_note,element_label,rulespec_encoded
us-ok,S02,state conformity,state statute,PRESENT,2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable,us-ok/statute/68-2358-6a,no,"statute body ('Expensing for qualified property and qualified improvement p', 4428 chars): 'A. As used in this section: 1. ""Internal Revenue Code"" means Title 26 of the United States Code also known as the federal Internal Revenue Code of 1986, as ame'",Internal Revenue Code conformity date (static or rolling) as defined in the chapter,yes (2 income-tax files)
us-ok,S03,state,state statute,PRESENT,2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable,us-ok/statute/68-2353,no,"statute body ('Definitions', 8041 chars): 'tax purposes except when the Oklahoma Income Tax Act specifically provides otherwise; 4. ""Resident individual"" means a natural person who is domiciled in this state, and any other '","Resident, nonresident and part-year resident definitions (domicile, statutory residence day count)",yes (2 income-tax files)
us-ok,S04,state conformity,state statute,PRESENT,2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable,us-ok/statute/68-2361,"yes (income/rates, rates)","statute body ('Filings by married taxpayers - Joint returns - Relief from l', 2237 chars): 'Married taxpayers shall file joint or separate returns in accordance with the manner in which they file returns to the federal governmen'","Filing statuses and joint/separate return rules (married joint, separate, head of household, surviving spouse)",yes (2 income-tax files)
us-ok,S05,state conformity,state statute,PRESENT,2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable,us-ok/statute/68-2358v1,yes (income/agi),"statute body ('Adjustments to arrive at Oklahoma taxable income and Oklahom', 79733 chars): '(65) years of age or older at the close of the tax year based upon the filing status and federal adjusted gross income of the taxpayer. Taxpayers with the following filing status m'","Starting point: state gross/adjusted gross/taxable income defined from federal AGI, federal taxable income, or own gross income",yes (2 income-tax files)
us-ok,S06,state,state statute,PRESENT,2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable,us-ok/statute/68-2355,"yes (income/rates, rates)","statute body ('Tax imposed - Classes of taxpayers', 16685 chars): 'nonresident aliens, as defined in the Internal Revenue Code of 1986, as amended, a tax of eight percent (8%) instead of thirty percent (30%) as used in the Internal Revenue Code of'","Rate schedule: bracket thresholds and marginal rates, or the flat rate (statute)",yes (2 income-tax files)
us-ok,S07,state,state statute,N/A,,,"yes (income/rates, rates)","N/A: brackets/deductions are not indexed by statute (analyst knowledge, verify)","Bracket / deduction / exemption indexing rule (inflation adjustment method, base year, rounding)",yes (2 income-tax files)
us-ok,S08,state,state statute,PRESENT,2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable,us-ok/statute/68-2358v1,"yes (deductions/standard, income/deductions, income/deductions/standard)","statute body ('Adjustments to arrive at Oklahoma taxable income and Oklahom', 79733 chars): 'there shall be added or deducted, as the case may be, the difference necessary to allow a standard deduction in lieu of the standard deduction allowed by the Internal Revenue Code,'",Standard deduction amount(s) by filing status (statute),yes (2 income-tax files)
us-ok,S09,state conformity,state statute,PRESENT,2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable,us-ok/statute/68-2358v1,"yes (deductions/itemized, income/deductions, income/deductions/itemized)","statute body ('Adjustments to arrive at Oklahoma taxable income and Oklahom', 79733 chars): 'otal thereof as Oklahoma adjusted gross income is of adjusted gross income. To the extent itemized deductions include allowable moving expense, proration of moving expense shall no'","Itemized deductions: state treatment (federal itemized with modifications, SALT/mortgage limits, own list, or none)",yes (2 income-tax files)
us-ok,S10,state,state statute,PRESENT,2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable,us-ok/statute/68-2358v1,"yes (exemptions, income/exemptions)","statute body ('Adjustments to arrive at Oklahoma taxable income and Oklahom', 79733 chars): 's OSHA Consultation Service provided by the Oklahoma Department of Labor shall receive an exemption from taxable income in the amount of One Thousand Dollars ($1,000.00) for the ta'",Personal exemption amount or personal exemption credit (taxpayer and spouse),yes (2 income-tax files)
us-ok,S11,state,state statute,EXTRACTABLE,,,"yes (exemptions, income/exemptions)",no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable; income-tax chapter rows: 275); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),Dependent exemption or dependent credit amount,yes (2 income-tax files)
us-ok,S12,state,state statute,EXTRACTABLE,,,"yes (exemptions, income/exemptions)",no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable; income-tax chapter rows: 275); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),Additional deduction/exemption/credit for age 65 or over and for blindness,yes (2 income-tax files)
us-ok,S13,state,state statute,PRESENT,2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable,us-ok/statute/68-2358v1,no,"statute body ('Adjustments to arrive at Oklahoma taxable income and Oklahom', 79733 chars): 's and Oklahoma adjusted gross income for individuals, as follows: 1. There shall be added interest income on obligations of any state or political subdivision thereto which is not '",Addition: interest on obligations of other states and their subdivisions,yes (2 income-tax files)
us-ok,S14,state,state statute,PRESENT,2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable,us-ok/statute/68-2358v1,"yes (income/agi/subtractions, income/deductions, subtractions)","statute body ('Adjustments to arrive at Oklahoma taxable income and Oklahom', 79733 chars): ')(B) of the Internal Revenue Code, thereby including shares or certificates of beneficial interest in any real estate investment trust, cash and cash equivalents, and U.S. Governme'",Subtraction: interest on United States obligations,yes (2 income-tax files)
us-ok,S15,state,state statute,PRESENT,2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable,us-ok/statute/68-2358v1,yes (subtractions/military_retirement),"statute body ('Adjustments to arrive at Oklahoma taxable income and Oklahom', 79733 chars): 'all be exempt from taxable income. 9. In taxable years beginning after December 3l, 1984, Social Security benefits received by an individual shall be exempt from taxable income, to'",Social Security benefits: full exclusion or the partial-taxation rule and its thresholds,yes (2 income-tax files)
us-ok,S16,state,state statute,PRESENT,2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable,us-ok/statute/68-2385-24,yes (subtractions/military_retirement),"statute body ('State, county and municipal retirement systems - Withholding', 603 chars): 'Beginning July 1, 1989, all state and county retirement systems whose benefits were exempt from state income taxation prior to January 1, 1989, and all municipal retirement systems'","Pension and retirement income exclusion (amounts, age conditions, public vs private)",yes (2 income-tax files)
us-ok,S17,state,state statute,PRESENT,2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable,us-ok/statute/68-2358v1,yes (subtractions/military_retirement),"statute body ('Adjustments to arrive at Oklahoma taxable income and Oklahom', 79733 chars): 'form of compensation, received from the United States by a member of any component of the Armed Forces of the United States, shall be deducted from taxable income during the time i'",Military pay and military retirement subtraction,yes (2 income-tax files)
us-ok,S18,state,state statute,EXTRACTABLE,,,no,no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable; income-tax chapter rows: 275); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),"Capital gains: exclusion, deduction, or separate rate (where the state departs from ordinary treatment)",yes (2 income-tax files)
us-ok,S19,state,state statute,PRESENT,2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable,us-ok/statute/68-2357-43,"yes (credits/earned_income, income/credits/earned_income)","statute body ('State earned income tax credit', 1491 chars): 's a credit against the tax imposed by Section 2355 of this title five percent (5%) of the earned income tax credit allowed under Section 32 of the Internal Revenue Code of the Unit'","State EITC: percentage of the federal credit or own schedule, and refundability",yes (2 income-tax files)
us-ok,S20,state,state statute,PRESENT,2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable,us-ok/statute/68-2357-43,"yes (credits/earned_income, income/credits/earned_income)","eligibility read from the EITC section; no deviation text (ITIN/age/childless) matched, so the state appears to follow federal eligibility (verify)","State EITC deviations from federal eligibility (ITIN filers, age 18-24, childless amount, non-custodial), read from the EITC section",yes (2 income-tax files)
us-ok,S21,state,state statute,EXTRACTABLE,,,"yes (credits/child, income/credits/child)",no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable; income-tax chapter rows: 275); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),State child tax credit / dependent credit / young child credit amount,yes (2 income-tax files)
us-ok,S22,state,state statute,EXTRACTABLE,,,"yes (credits/child, income/credits/child)",no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable; income-tax chapter rows: 275); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),State child credit phase-out / income limit and refundability,yes (2 income-tax files)
us-ok,S23,state,state statute,PRESENT,2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable,us-ok/statute/68-2357,no,"statute body ('Credits against tax', 2576 chars): 'inst the tax imposed by Section 2355 of this title twenty percent (20%) of the credit for child care expenses allowed under the Internal Revenue Code of the United States or five p'",Child and dependent care credit: percentage of the federal credit or own schedule,yes (2 income-tax files)
us-ok,S24,state,state statute,PRESENT,2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable,us-ok/statute/68-2357,no,"statute body ('Credits against tax', 2576 chars): 'lowed as credits as provided by law. B. 1. There shall be allowed as a credit against the tax imposed by Section 2355 of this title the amount of tax paid another state by a reside'","Credit for income taxes paid to other states (resident credit, limitation)",yes (2 income-tax files)
us-ok,S25,state,state statute,PRESENT,2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable,us-ok/statute/68-2357-1a-2,"yes (credits, income/credits)","statute body ('Transfer or allocation of tax credits - Reporting', 4287 chars): 'be allowed. G. This section shall not be applicable to the following tax credits: 1. The sales tax relief credit authorized by Section 5011 of this title; 2. The low income propert'","Low-income credit, no-tax floor, or low-income exclusion (poverty-level relief)",yes (2 income-tax files)
us-ok,S26,state,state statute,EXTRACTABLE,,,"yes (credits/property_tax, income/credits/property_tax)",no selected statute body for this state carries it (selected statute scopes: 2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable; income-tax chapter rows: 275); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources),"Property tax circuit breaker, renter or homestead credit claimed on the income tax return",yes (2 income-tax files)
us-ok,S27,state,state statute,PRESENT,2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable,us-ok/statute/68-2357-206,"yes (credits, income/credits)","statute body ('Oklahoma Equal Opportunity Education Scholarship Act - Tax c', 30834 chars): 'provided in subsection G of this section, after August 26, 2011, there shall be allowed a credit for any taxpayer who makes a contribution to an eligible scholarship-granting organ'","Other personal credits enumerated in the credits article (education, adoption, charitable, long-term care, elderly, volunteer, etc.)",yes (2 income-tax files)
us-ok,S28,state,state statute,N/A,,,no,"N/A: no state AMT (analyst knowledge, verify)","State alternative minimum tax (rate, exemption, AMTI base) where enacted",yes (2 income-tax files)
us-ok,S29,state,state statute or bulletin,N/A,,,no,"N/A: no surtax or special individual income tax (analyst knowledge, verify)","Surtax or special individual tax (millionaire surtax, mental health tax, capital gains excise, interest and dividends tax, high-earner tax) where enacted, incl. the year's threshold",yes (2 income-tax files)
us-ok,S30,state,state statute,PRESENT,2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable,us-ok/statute/68-2355-1p-4,no,"statute body ('Calculation of tax', 5469 chars): 'is title. E. Notwithstanding paragraph 2 of subsection C of Section 2368 of this title, a nonresident individual who is a member of an electing pass-through entity is not required '","Nonresident and part-year resident sourcing and apportionment (income from sources within the state, proration)",yes (2 income-tax files)
us-ok,S31,state,state statute,PRESENT,2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable,us-ok/statute/68-2385-2,no,"statute body ('Amount to be withheld', 1677 chars): 'A. Every employer making payment of wages shall deduct and withhold from the wages paid each employee a tax in an amount determined in accordance with a tabl'",Employer withholding requirement and withholding tables/formula,yes (2 income-tax files)
us-ok,S32,state,state statute,PRESENT,2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable,us-ok/statute/68-2385-9,no,"statute body ('Payment of estimated tax', 1918 chars): 'A. The required annual payment of estimated tax shall be paid in four equal installments as follows: 1. In the case of a taxpayer on a ca'","Individual estimated tax requirement, safe harbor and underpayment interest",yes (2 income-tax files)
us-ok,S33,state,state statute,EXTRACTABLE,2026-09-10-tax-state-forms-ty2025,us-ok/form/otc/ty2025/form-511-packet/document-1,no,"only a form body carries it; the enabling statute section is not in any selected statute scope (2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable); form body ('2025 Form 511, Oklahoma Resident Individual Income Tax Forms', 208508 chars): '.......................................................................4 Determining Your Filing Requirement........................................................................'; NOTE: whole-chapter dump, the fact is inside a >200k-char body (weak provenance, needs sectioning); posted by the state code publisher (legislature/revisor site; see queue candidate_sources)","Filing threshold: who must file a return (income floor, exemption-based, gross income test)",yes (2 income-tax files)
us-ok,S34,state,state statute,PRESENT,2026-07-16-pit-central-us-ok-title-68-r2026-07-24-immutable,us-ok/statute/68-2368,no,"statute body ('Persons required to make returns - Income of estates and tru', 11473 chars): '. All individual returns made on the basis of a fiscal year shall be due on or before the fifteenth day of the fourth month following the close of the fiscal year. 4. For tax years'","Return due date, extensions, joint return liability and innocent spouse",yes (2 income-tax files)
us-ok,S35,state,state statute,N/A,,,no,"N/A: no local income tax authorized by the state code (analyst knowledge, verify)","Local income taxes (county, municipal, school district, city) authorized or imposed by the state code, where they exist",yes (2 income-tax files)
us-ok,R01,state,state regulation,EXTRACTABLE,,,n/a (document carrier; see the rule elements it carries),no selected regulation scope for this state is a revenue-department income tax regulation (the selected regulation scopes are benefit-program rules); the administrative code chapter is posted by the state's code publisher,State income tax regulations: the revenue department's administrative code chapter on the individual income tax,yes (2 income-tax files)
us-ok,F01,state,state form instructions and rate schedules,PRESENT,2026-09-10-tax-state-forms-ty2025,us-ok/form/otc/ty2025/form-511-packet/document-1,n/a (document carrier; see the rule elements it carries),"form body ('2025 Form 511, Oklahoma Resident Individual Income Tax Forms', 208508 chars): ',350 Gross Income Fast, free, 24/7 online filing services on OkTAP at oktap.tax.ok.gov 5 Filing Status Single $7,350 Married Filing Joint $14,700 Married Filing Separate $7,350 Hea'; NOTE: whole-chapter dump, the fact is inside a >200k-char body (weak provenance, needs sectioning)",Tax year 2025 resident individual income tax return form,yes (2 income-tax files)
us-ok,F02,state,state form instructions and rate schedules,PRESENT,2026-09-10-tax-state-forms-ty2025,us-ok/form/otc/ty2025/form-511-packet/document-1,n/a (document carrier; see the rule elements it carries),"form body ('2025 Form 511, Oklahoma Resident Individual Income Tax Forms', 208508 chars): 'ear is from farming, estimated payments are not required. If claiming this exception, see instructions for line 22. Estimated payments can be made online through OkTAP at oktap.tax'; NOTE: whole-chapter dump, the fact is inside a >200k-char body (weak provenance, needs sectioning)","Tax year 2025 resident return instruction booklet (line-by-line rules, worksheets)",yes (2 income-tax files)
us-ok,F03,state,state form instructions and rate schedules,PRESENT,2026-09-10-tax-state-forms-ty2025,us-ok/form/otc/ty2025/form-511-packet/document-1,"yes (income/rates, rates)","form body ('2025 Form 511, Oklahoma Resident Individual Income Tax Forms', 208508 chars): 'ased. Enter the installment payment and enter a “4” in the box. Provide a schedule of the tax computation. 68 OS Sec. 2368(K) 10 11 12 14 Fast, free, 24/7 online filing services on'; NOTE: whole-chapter dump, the fact is inside a >200k-char body (weak provenance, needs sectioning)","Tax year 2025 rate schedule, tax table or flat rate with the year's dollar thresholds (as printed)",yes (2 income-tax files)
us-ok,F04,state,state form instructions and rate schedules,PRESENT,2026-09-10-tax-state-forms-ty2025,us-ok/form/otc/ty2025/form-511-packet/document-1,"yes (deductions/standard, income/deductions, income/deductions/standard)","form body ('2025 Form 511, Oklahoma Resident Individual Income Tax Forms', 208508 chars): 'itemized deductions on your federal return, you must claim Oklahoma itemized deductions. Standard Deduction: If you did not claim itemized deductions on your federal return, enter '; NOTE: whole-chapter dump, the fact is inside a >200k-char body (weak provenance, needs sectioning)",Tax year 2025 standard deduction and exemption dollar amounts as printed in the instructions,yes (2 income-tax files)
us-ok,F05,state,state form instructions and rate schedules,PRESENT,2026-09-10-tax-state-forms-ty2025,us-ok/form/otc/ty2025/form-511-packet/document-1,"yes (credits/earned_income, income/credits/earned_income)","form body ('2025 Form 511, Oklahoma Resident Individual Income Tax Forms', 208508 chars): 'refund may allocate the credit to one or more of its shareholders, partners, or members. Earned Income Credit Complete Schedule 511-G to determine the amount to enter on line 28. Y'; NOTE: whole-chapter dump, the fact is inside a >200k-char body (weak provenance, needs sectioning)","Tax year 2025 state EITC / child credit parameters as printed in the instructions (percentage of federal, amounts, worksheets)",yes (2 income-tax files)
us-ok,F06,state,state department bulletins,REVIEW,,,"yes (income/rates, rates)",no 2026-labelled body with amounts in any selected scope and the queue row records no 2026 product; whether the department has posted TY2026 figures (most publish them in the 2026 estimated-tax or withholding instructions) was not verified,"Tax year 2026 indexed amounts (rate schedule, standard deduction, exemptions) as published for the year (estimated-tax instructions or department bulletin)",yes (2 income-tax files)
us-or,S01,state,state statute,PRESENT,2026-07-16-pit-west-us-or-chapter-316,us-or/statute/316.037,"yes (income/rates, rates)","statute body ('Imposition and rate of tax', 2799 chars): '(1)(a) A tax is imposed for each taxable year on the entire taxable income of every resident of this state. The amount of the tax shall be determined in accordance with the'",Imposition of the individual income tax (or the constitutional/statutory bar for the nine no-tax states),yes (2 income-tax files)
us-or,S02,state conformity,state statute,PRESENT,2026-07-16-pit-west-us-or-chapter-316,us-or/statute/316.147,no,"statute body ('Definitions for ORS 316.147 to 316.149', 4675 chars): 'de in the household. (3) “Income” means “adjusted gross income” as defined in the federal Internal Revenue Code, as amended and in effect on December 31, 2023, even when the amendm'",Internal Revenue Code conformity date (static or rolling) as defined in the chapter,yes (2 income-tax files)
us-or,S03,state,state statute,PRESENT,2026-07-16-pit-west-us-or-chapter-316,us-or/statute/316.022,no,"statute body ('General definitions', 978 chars): 'Revenue. (3) “Individual” means a natural person, including aliens and minors. (4) A “nonresident” means an individual who is not a resident of this state. (5) “Part-year resident”'","Resident, nonresident and part-year resident definitions (domicile, statutory residence day count)",yes (2 income-tax files)
us-or,S04,state conformity,state statute,PRESENT,2026-07-16-pit-west-us-or-chapter-316,us-or/statute/316.042,"yes (income/rates, rates)","statute body ('Amount of tax where joint return used', 451 chars): 'posed if the taxable income were cut in half. For purposes of this section, a return of a head of household or a surviving spouse, as defined in subsections (a) and (b) of section '","Filing statuses and joint/separate return rules (married joint, separate, head of household, surviving spouse)",yes (2 income-tax files)
us-or,S05,state conformity,state statute,PRESENT,2026-07-16-pit-west-us-or-chapter-316,us-or/statute/316.013,no,"statute body ('Determination of federal adjusted gross income', 561 chars): '6.012, whenever, in the calculation of Oregon taxable income, reference to the taxpayer’s federal adjusted gross income is required to be made, the taxpayer’s federal adjusted gros'","Starting point: state gross/adjusted gross/taxable income defined from federal AGI, federal taxable income, or own gross income",yes (2 income-tax files)
us-or,S06,state,state statute,PRESENT,2026-07-16-pit-west-us-or-chapter-316,us-or/statute/316.037,"yes (income/rates, rates)","statute body ('Imposition and rate of tax', 2799 chars): '_______________________________________ If taxable income is: The tax is: Not over $2,000 4.75% of taxable income Over $2,000 but not over $5,000 $95 plus 6.75% of the excess over '","Rate schedule: bracket thresholds and marginal rates, or the flat rate (statute)",yes (2 income-tax files)
us-or,S07,state,state statute,PRESENT,2026-07-16-pit-west-us-or-chapter-316,us-or/statute/316.037,"yes (income/rates, rates)","statute body ('Imposition and rate of tax', 2799 chars): 'ws: (A) Except as provided in subparagraph (D) of this paragraph, the minimum and maximum dollar amounts for each bracket for which a tax is imposed shall be increased by the cost-'","Bracket / deduction / exemption indexing rule (inflation adjustment method, base year, rounding)",yes (2 income-tax files)
us-or,S08,state,state statute,PRESENT,2026-07-16-pit-west-us-or-chapter-316,us-or/statute/316.695,"yes (deductions/standard, income/deductions, income/deductions/standard)","statute body ('Additional modifications of taxable income; rules', 12720 chars): 'nal standard deduction. (B) For purposes of subparagraph (A) of this paragraph, the basic standard deduction is: (i) $3,280, in the case of joint return filers or a surviving spous'",Standard deduction amount(s) by filing status (statute),yes (2 income-tax files)
us-or,S09,state conformity,state statute,PRESENT,2026-07-16-pit-west-us-or-chapter-316,us-or/statute/316.117,yes (income/deductions),"statute body ('Proration between Oregon income and other income for nonresi', 1118 chars): 'proportion for making a proration for nonresident taxpayers of the standard deduction or itemized deductions, the personal exemption credits and any accrued federal or foreign inco'","Itemized deductions: state treatment (federal itemized with modifications, SALT/mortgage limits, own list, or none)",yes (2 income-tax files)
us-or,S10,state,state statute,PRESENT,2026-07-16-pit-west-us-or-chapter-316,us-or/statute/316.099,"yes (credits/exemption, income/credits/exemption)","statute body ('Credit for early intervention services for child with disabi', 2153 chars): 't of the taxpayer, for a taxpayer with federal adjusted gross income that does not exceed $100,000, there shall be allowed an additional personal exemption credit for a child with '",Personal exemption amount or personal exemption credit (taxpayer and spouse),yes (2 income-tax files)
us-or,S11,state,state statute,PRESENT,2026-07-13-recovery,us-or/statute/315.264/block-1,"yes (credits/exemption, income/credits/exemption)","statute body ('Oregon Revised Statutes', 331011 chars): 'ication numbers. (3) The credit under this section: (a) Shall be in an amount of $1,000 per dependent of the taxpayer, but, if the taxpayer has a qualifying income limit in excess '; NOTE: whole-chapter dump, the fact is inside a >200k-char body (weak provenance, needs sectioning)",Dependent exemption or dependent credit amount,yes (2 income-tax files)
us-or,S12,state,state statute,PRESENT,2026-07-16-pit-west-us-or-chapter-316,us-or/statute/316.695,"yes (credits/exemption, income/credits/exemption)","statute body ('Additional modifications of taxable income; rules', 12720 chars): 'rs to an electing small business corporation. (7)(a) The taxpayer shall be entitled to an additional amount, as referred to in subsection (1)(c)(A) and (D) of this section, of $1,0'",Additional deduction/exemption/credit for age 65 or over and for blindness,yes (2 income-tax files)
us-or,S13,state,state statute,EXTRACTABLE,,,no,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-west-us-or-chapter-316, 2026-07-24-or-pit-session-laws; income-tax chapter rows: 479); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)",Addition: interest on obligations of other states and their subdivisions,yes (2 income-tax files)
us-or,S14,state,state statute,PRESENT,2026-07-16-pit-west-us-or-chapter-316,us-or/statute/316.680,"yes (income/deductions, income/subtractions, subtractions)","statute body ('Modification of taxable income', 8388 chars): '(1) There shall be subtracted from federal taxable income: (a) The interest or dividends on obligations of the United States and its territories and possessions or of any authority'",Subtraction: interest on United States obligations,yes (2 income-tax files)
us-or,S15,state,state statute,PRESENT,2026-07-16-pit-west-us-or-chapter-316,us-or/statute/316.054,no,"statute body ('Social Security benefits to be subtracted from federal taxab', 413 chars): 'in this chapter, there shall be subtracted from federal taxable income the amount of any Social Security benefits, as defined in section 86 of the Internal Revenue Code (Title II S'",Social Security benefits: full exclusion or the partial-taxation rule and its thresholds,yes (2 income-tax files)
us-or,S16,state,state statute,PRESENT,2026-07-16-pit-west-us-or-chapter-316,us-or/statute/316.680,no,"statute body ('Modification of taxable income', 8388 chars): 'ng before October 1, 1991, shall be determined by multiplying the total amount of federal pension income for the tax year by the ratio of the number of months of federal creditable'","Pension and retirement income exclusion (amounts, age conditions, public vs private)",yes (2 income-tax files)
us-or,S17,state,state statute,PRESENT,2026-07-16-pit-west-us-or-chapter-316,us-or/statute/316.792,no,"statute body ('Military pay', 2260 chars): 'tmospheric Administration and the United States Public Health Service. (2) There shall be subtracted from federal taxable income military pay received for: (a) Service performed ou'",Military pay and military retirement subtraction,yes (2 income-tax files)
us-or,S18,state,state statute,N/A,,,no,"N/A: capital gains taxed as ordinary income with no state exclusion (analyst knowledge, verify)","Capital gains: exclusion, deduction, or separate rate (where the state departs from ordinary treatment)",yes (2 income-tax files)
us-or,S19,state,state statute,PRESENT,2026-07-13-recovery,us-or/statute/315.264/block-1,"yes (credits/eitc, income/credits/eitc)","statute body ('Oregon Revised Statutes', 331011 chars): 'wise due under ORS chapter 316 for the tax year in an amount equal to nine percent of the earned income credit allowable to the individual for the same tax year under section 32 of'; NOTE: whole-chapter dump, the fact is inside a >200k-char body (weak provenance, needs sectioning)","State EITC: percentage of the federal credit or own schedule, and refundability",yes (2 income-tax files)
us-or,S20,state,state statute,PRESENT,2026-07-13-recovery,us-or/statute/315.264/block-1,"yes (credits/eitc, income/credits/eitc)",eligibility read from the EITC section; deviation text found: 's 315.264 Working family household and dependent care expenses; rules 315.266 Earned income; use of individual taxpayer identification number in alternative; ru',"State EITC deviations from federal eligibility (ITIN filers, age 18-24, childless amount, non-custodial), read from the EITC section",yes (2 income-tax files)
us-or,S21,state,state statute,EXTRACTABLE,,,"yes (credits/ctc, income/credits/ctc)","no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-west-us-or-chapter-316, 2026-07-24-or-pit-session-laws; income-tax chapter rows: 479); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)",State child tax credit / dependent credit / young child credit amount,yes (2 income-tax files)
us-or,S22,state,state statute,EXTRACTABLE,,,"yes (credits/ctc, income/credits/ctc)","no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-west-us-or-chapter-316, 2026-07-24-or-pit-session-laws; income-tax chapter rows: 479); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)",State child credit phase-out / income limit and refundability,yes (2 income-tax files)
us-or,S23,state,state statute,PRESENT,2026-07-13-recovery,us-or/statute/315.264/block-1,no,"statute body ('Oregon Revised Statutes', 331011 chars): 'due under ORS chapter 316 equal to the applicable percentage of the qualified taxpayer’s child care expenses (rounded to the nearest $50). (4) The applicable percentage to be used '; NOTE: whole-chapter dump, the fact is inside a >200k-char body (weak provenance, needs sectioning)",Child and dependent care credit: percentage of the federal credit or own schedule,yes (2 income-tax files)
us-or,S24,state,state statute,PRESENT,2026-07-16-pit-west-us-or-chapter-316,us-or/statute/316.082,no,"statute body ('Credit for taxes paid another state; rules', 3064 chars): 'oid duplicative taxation through use of a nonresident, rather than a resident, credit for taxes paid or payable to another state. (6) The Department of Revenue may adopt rules unde'","Credit for income taxes paid to other states (resident credit, limitation)",yes (2 income-tax files)
us-or,S25,state,state statute,N/A,,,"yes (credits, income/credits)","N/A: no low-income credit/no-tax floor (analyst knowledge, verify)","Low-income credit, no-tax floor, or low-income exclusion (poverty-level relief)",yes (2 income-tax files)
us-or,S26,state,state statute,EXTRACTABLE,,,no,"no selected statute body for this state carries it (selected statute scopes: 2026-07-13-recovery, 2026-07-16-pit-west-us-or-chapter-316, 2026-07-24-or-pit-session-laws; income-tax chapter rows: 479); the state code is posted by the state code publisher (legislature/revisor site; see queue candidate_sources)","Property tax circuit breaker, renter or homestead credit claimed on the income tax return",yes (2 income-tax files)
us-or,S27,state,state statute,PRESENT,2026-07-16-pit-west-us-or-chapter-316,us-or/statute/316.087,"yes (credits, income/credits)","statute body ('Credit for the elderly or permanently and totally disabled', 1245 chars): 'against the tax otherwise due under this chapter in an amount equal to 40 percent of the credit for the elderly or the permanently and totally disabled allowable pursuant to sectio'","Other personal credits enumerated in the credits article (education, adoption, charitable, long-term care, elderly, volunteer, etc.)",yes (2 income-tax files)
us-or,S28,state,state statute,N/A,,,no,"N/A: no state AMT (analyst knowledge, verify)","State alternative minimum tax (rate, exemption, AMTI base) where enacted",yes (2 income-tax files)
us-or,S29,state,state statute or bulletin,N/A,,,no,"N/A: no surtax or special individual income tax (analyst knowledge, verify)","Surtax or special individual tax (millionaire surtax, mental health tax, capital gains excise, interest and dividends tax, high-earner tax) where enacted, incl. the year's threshold",yes (2 income-tax files)
