jurisdiction,element,level,family,status,scope_version,citation_path,pe_modeled,evidence_note
us,C-ST-1397aa,federal_only,federal statute (uscode.house.gov),PRESENT,2026-07-19-rulespec-title-42-consolidated,us/statute/42/1397aa,no,federal statute text held (42 U.S.C. 1397aa)
us-ri,C-457-1015,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1015,no,federal-only element (42 CFR 457.1015); carried at the us row and inherited
us-sc,C-457-1015,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1015,no,federal-only element (42 CFR 457.1015); carried at the us row and inherited
us-sd,C-457-1015,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1015,no,federal-only element (42 CFR 457.1015); carried at the us row and inherited
us-tn,C-457-1015,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1015,no,federal-only element (42 CFR 457.1015); carried at the us row and inherited
us-tx,C-457-1015,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1015,no,federal-only element (42 CFR 457.1015); carried at the us row and inherited
us-ut,C-457-1015,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1015,no,federal-only element (42 CFR 457.1015); carried at the us row and inherited
us-va,C-457-1015,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1015,no,federal-only element (42 CFR 457.1015); carried at the us row and inherited
us-vt,C-457-1015,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1015,no,federal-only element (42 CFR 457.1015); carried at the us row and inherited
us-wa,C-457-1015,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1015,no,federal-only element (42 CFR 457.1015); carried at the us row and inherited
us-wi,C-457-1015,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1015,no,federal-only element (42 CFR 457.1015); carried at the us row and inherited
us-wv,C-457-1015,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1015,no,federal-only element (42 CFR 457.1015); carried at the us row and inherited
us-wy,C-457-1015,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1015,no,federal-only element (42 CFR 457.1015); carried at the us row and inherited
us,C-457-1100,federal_only,federal regulation (eCFR),PRESENT,2026-07-13-recovery-r2026-07-17-dedup,us/regulation/42/457/1100,no,federal regulation text held (42 CFR 457.1100)
us-ak,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-al,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-ar,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-az,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-ca,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-co,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-ct,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-dc,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-de,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-fl,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-ga,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-hi,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-ia,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-id,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-il,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-in,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-ks,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-ky,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-la,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-ma,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-md,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-me,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-mi,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-mn,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-mo,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-ms,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-mt,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-nc,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-nd,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-ne,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-nh,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-nj,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-nm,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-nv,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-ny,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-oh,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-ok,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-or,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-pa,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-ri,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-sc,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-sd,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-tn,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-tx,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-ut,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-va,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-vt,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-wa,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-wi,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-wv,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us-wy,C-457-1100,federal_only,n/a (federal text only),INHERITED,,us/regulation/42/457/1100,no,federal-only element (42 CFR 457.1100); carried at the us row and inherited
us,C-457-1110,federal_with_state_option,federal regulation (eCFR),PRESENT,2026-07-13-recovery-r2026-07-17-dedup,us/regulation/42/457/1110,no,federal regulation text held (42 CFR 457.1110)
us-ak,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-chip-state-eligibility-manual,us-ak/manual/dpa/magi-medicaid/812-1-informing-about-medical-support-orders/block-1,no,"weak (candidate) pattern matched; /privacy|confidential/: 'to opt out of cash enforcement support, keeping information confidential, etc. Written notice of the specified relative's right to claim good cause f' (candidate, needs reading)"
us-al,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,not found in held text (searched 4 provisions in Alabama's program and pointer scopes); carried by CHIP state plan section 9 (strategic objectives) and CS-series eligibility SPAs on medicaid.gov
us-ar,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,not found in held text (searched 561 provisions in Arkansas's program and pointer scopes); carried by CHIP state plan section 9 (strategic objectives) and CS-series eligibility SPAs on medicaid.gov; untaken publisher families: other_program_manual_pdf (11 of 11 not taken); index https://humanservices.arkansas.gov/divisions-shared-services/county-operations/division-policies/
us-az,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,not found in held text (searched 3969 provisions in Arizona's program and pointer scopes); carried by CHIP state plan section 9 (strategic objectives) and CS-series eligibility SPAs on medicaid.gov; untaken publisher families: toc_repeat_of_listed_topic (1632 of 1632 not taken); index https://epm.azahcccs.gov/EligibilityPolicyManual/index.html
us-ca,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,OUTREACH,,,no,publisher block recorded in the chip queue row (blocked_primary_source); searched 0 provisions in California's program and pointer scopes: Blocked. California's CHIP is Title XXI-funded Medi-Cal for children (Optional Targeted Low-Income Children) plus MCAP and county CCHIP; the eligibility manual is the DHCS Medi-Cal Eligibility Procedu
us-co,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-chip-state-eligibility-manual,us-co/regulation/10-ccr-2505-3/110,no,"weak (candidate) pattern matched; /privacy|confidential/: 'programs included under the CRS 25.5-8-109. 1. The rules on confidentiality indicated under CRS § 24- 74-103 prevent the Department or eligibility sit' (candidate, needs reading)"
us-ct,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,not found in held text (searched 1635 provisions in Connecticut's program and pointer scopes); carried by CHIP state plan section 9 (strategic objectives) and CS-series eligibility SPAs on medicaid.gov
us-dc,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,OUTREACH,,,no,"publisher block recorded in the chip queue row (blocked_primary_source); searched 23 provisions in District of Columbia's program and pointer scopes: Blocked. DC's CHIP (DC Healthy Families) is Medicaid-expansion coverage governed by 29 DCMR Chapter 95 Medicaid Eligibility, published by the Office of Documents at dcregs.dc.gov: the chapter list (19"
us-de,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,not found in held text (searched 146 provisions in Delaware's program and pointer scopes); carried by CHIP state plan section 9 (strategic objectives) and CS-series eligibility SPAs on medicaid.gov
us-fl,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,OUTREACH,,,no,"publisher block recorded in the chip queue row (blocked_primary_source); searched 1059 provisions in Florida's program and pointer scopes: Blocked. The Title XXI agency page https://ahca.myflorida.com/medicaid/florida-kidcare returns HTTP 403 (Cloudflare 'Attention Required!') to a plain client, to a curl client and to the chrome120 brow"
us-ga,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,not found in held text (searched 1964 provisions in Georgia's program and pointer scopes); carried by CHIP state plan section 9 (strategic objectives) and CS-series eligibility SPAs on medicaid.gov
us-hi,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-chip-state-eligibility-manual,us-hi/regulation/har/17/1715/page-2,no,"weak (candidate) pattern matched; /privacy|confidential/: '.25, 435.118, 435.145) §17-1715-2 General requirements. The confidentiality, administrative appeal, fraud, medical assistance recovery, application pr' (candidate, needs reading)"
us-ia,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-chip-state-eligibility-manual,us-ia/manual/hhs/chip/employees-manual-5-e/page-11,no,"weak (candidate) pattern matched; /privacy|confidential/: 'with dignity and respect, and ensure each caller’s right to privacy and confidentiality. ♦ Development and ongoing operation of an enrollment and fina' (candidate, needs reading)"
us-id,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,not found in held text (searched 357 provisions in Idaho's program and pointer scopes); carried by CHIP state plan section 9 (strategic objectives) and CS-series eligibility SPAs on medicaid.gov
us-il,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,not found in held text (searched 7700 provisions in Illinois's program and pointer scopes); carried by CHIP state plan section 9 (strategic objectives) and CS-series eligibility SPAs on medicaid.gov
us-in,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,not found in held text (searched 648 provisions in Indiana's program and pointer scopes); carried by CHIP state plan section 9 (strategic objectives) and CS-series eligibility SPAs on medicaid.gov
us-ks,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-medicaid-state-eligibility-manual,us-ks/manual/kdhe/medicaid/mkeesm-2000-2900-2930-notice-of-privacy-practice/block-1,no,"weak (candidate) pattern matched; /privacy|confidential/: '2930 Notice of Privacy Practice' (candidate, needs reading)"
us-ky,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,not found in held text (searched 502 provisions in Kentucky's program and pointer scopes); carried by CHIP state plan section 9 (strategic objectives) and CS-series eligibility SPAs on medicaid.gov; untaken publisher families: kar_regulation_html (2 listed in the index; the run took 2 documents in all); index https://apps.legislature.ky.gov/law/kar/titles/907/004/
us-la,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-medicaid-state-eligibility-manual,us-la/manual/ldh/medicaid/a-200/page-11,no,"weak (candidate) pattern matched; /privacy|confidential/: 'iors as well as their families. The program offers free and confidential help with Medicare, private health insurance to supplement Medicare, and long' (candidate, needs reading)"
us-ma,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,not found in held text (searched 283 provisions in Massachusetts's program and pointer scopes); carried by CHIP state plan section 9 (strategic objectives) and CS-series eligibility SPAs on medicaid.gov
us-md,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,not found in held text (searched 861 provisions in Maryland's program and pointer scopes); carried by CHIP state plan section 9 (strategic objectives) and CS-series eligibility SPAs on medicaid.gov; untaken publisher families: comar_regulation_section_html_in_force (15 listed in the index; the run took 17 documents in all); comar_regulation_section_html_repealed (2 listed in the index; the run took 17 documents in all); index https://regs.maryland.gov/us/md/exec/comar/10.09.11
us-me,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,not found in held text (searched 105 provisions in Maine's program and pointer scopes); carried by CHIP state plan section 9 (strategic objectives) and CS-series eligibility SPAs on medicaid.gov; untaken publisher families: rule_chapter_docx (2 listed in the index; the run took 1 documents in all); rule_chapter_doc (3 listed in the index; the run took 1 documents in all); rule_appendices_docx (1 listed in the index; the ; index https://www.maine.gov/sos/cec/rules/10/ch332.htm
us-mi,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,not found in held text (searched 2114 provisions in Michigan's program and pointer scopes); carried by CHIP state plan section 9 (strategic objectives) and CS-series eligibility SPAs on medicaid.gov
us-mn,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-medicaid-state-eligibility-manual,us-mn/manual/dhs/medicaid/2-1-1-2-1-3-1/block-4,no,"weak (candidate) pattern matched; /privacy|confidential/: 'uirements when the enrollee is a Safe at Home (SAH) Address Confidentiality program participant and the policyholder, or the potential policyholder, o' (candidate, needs reading)"
us-mo,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,not found in held text (searched 636 provisions in Missouri's program and pointer scopes); carried by CHIP state plan section 9 (strategic objectives) and CS-series eligibility SPAs on medicaid.gov
us-ms,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-chip-state-eligibility-manual,us-ms/manual/dom/chip/epm-chapter-101/101.03.06,no,"weak (candidate) pattern matched; /privacy|confidential/: 'coverage, or services offered through DOM. The individual’s privacy must always be protected during such calls. It is not permissible to require an ap' (candidate, needs reading)"
us-mt,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,OUTREACH,,,no,"publisher block recorded in the chip queue row (blocked_primary_source); searched 361 provisions in Montana's program and pointer scopes: Blocked. Montana's CHIP (Healthy Montana Kids) eligibility rule is ARM 37.79, published by the Secretary of State at rules.mt.gov. The site (plain client HTTP 200) is now the Esper 'policy-library-pub"
us-nc,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,not found in held text (searched 2360 provisions in North Carolina's program and pointer scopes); carried by CHIP state plan section 9 (strategic objectives) and CS-series eligibility SPAs on medicaid.gov; untaken publisher families: abd_administrative_letters (117 of 117 not taken); abd_change_notices (126 of 126 not taken); fcm_administrative_letters (118 of 118 not taken); fcm_change_notices (81 of 81 not taken); dhb_forms (400; index https://policies.ncdhhs.gov/divisional-a-m/health-benefits-nc-medicaid/
us-nd,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-chip-state-eligibility-manual,us-nd/manual/hhs/aca-medicaid/510-03-10-15/block-1,no,"weak (candidate) pattern matched; /privacy|confidential/: 'Confidentiality 510-03-10-15' (candidate, needs reading)"
us-ne,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,not found in held text (searched 35 provisions in Nebraska's program and pointer scopes); carried by CHIP state plan section 9 (strategic objectives) and CS-series eligibility SPAs on medicaid.gov; untaken publisher families: nac_477_chapter_pdf (29 listed in the index; the run took 1 documents in all); index https://rules.nebraska.gov/api/chapter/GetByTitleId/232
us-nh,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-chip-state-eligibility-manual,us-nh/regulation/he-w-800/He-W 804.05,no,"weak (candidate) pattern matched; /privacy|confidential/: 'e casehead’s electronic notices of decision (NOD) and other confidential case information shall be activated through the department’s eligibility web' (candidate, needs reading)"
us-nj,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-medicaid-state-eligibility-manual,us-nj/manual/dhs/medicaid/njac-10-78/page-12,no,"weak (candidate) pattern matched; /privacy|confidential/: '78. NJ FAMILYCARE > SUBCHAPTER 1. INTRODUCTION § 10:78-1.5 Confidentiality of information (a) No member, officer, or employee of the eligibility dete' (candidate, needs reading)"
us-nm,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-chip-state-eligibility-manual,us-nm/regulation/nmac/8/291/400/8.291.400.7,no,"weak (candidate) pattern matched; /privacy|confidential/: 'ust agree to maintain, or be legally bound to maintain, the confidentiality of any information regarding the applicant or beneficiary provided by the' (candidate, needs reading)"
us-nv,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,not found in held text (searched 468 provisions in Nevada's program and pointer scopes); carried by CHIP state plan section 9 (strategic objectives) and CS-series eligibility SPAs on medicaid.gov; untaken publisher families: mam_chapter_pdf (23 listed in the index; the run took 2 documents in all); mam_appendix_pdf (9 listed in the index; the run took 2 documents in all); mam_full_manual_pdf (1 listed in the index; the ru; index https://dwss.nv.gov/programs/medical/medical-assistance-manual/
us-ny,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-medicaid-state-eligibility-manual,us-ny/manual/doh/medicaid/other-eligibility-requirements/page-23,no,"weak (candidate) pattern matched; /privacy|confidential/: 'g Benefit Program application. When the applicant requests confidentiality, the applicant is instructed to write “confidential” in the margin and cir' (candidate, needs reading)"
us-oh,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,not found in held text (searched 96 provisions in Ohio's program and pointer scopes); carried by CHIP state plan section 9 (strategic objectives) and CS-series eligibility SPAs on medicaid.gov; untaken publisher families: chapter_landing_page (6 of 6 not taken); index https://codes.ohio.gov/ohio-administrative-code/5160:1
us-ok,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-medicaid-state-eligibility-manual,us-ok/manual/ohca/medicaid/317-35-5-62-1/block-1,no,"weak (candidate) pattern matched; /privacy|confidential/: 'mber account. (2) The agency will not include the member's confidential information in the email or electronic communication alert. (3) The agency w' (candidate, needs reading)"
us-or,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-chip-state-eligibility-manual,us-or/regulation/chapter-410/division-200/410-200-0015,no,"weak (candidate) pattern matched; /privacy|confidential/: 'current case information relevant to renewal. (3) “Address Confidentiality Program (ACP)” means a program of the Oregon Department of Justice that pr' (candidate, needs reading)"
us-pa,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,not found in held text (searched 922 provisions in Pennsylvania's program and pointer scopes); carried by CHIP state plan section 9 (strategic objectives) and CS-series eligibility SPAs on medicaid.gov; untaken publisher families: agency_policy_handbook_pdf (2 listed in the index; the run took 1 documents in all); chip_state_plan_pdf (1 listed in the index; the run took 1 documents in all); index https://www.pa.gov/agencies/dhs/resources/chip/chip-resources
us-ri,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-chip-state-eligibility-manual,us-ri/regulation/210-ricr/30/00/5/page-12,no,"weak (candidate) pattern matched; /privacy|confidential/: 'r correct the attestation and reconcile the discrepancy. 5. Privacy – The verification process utilizes personally identifiable information (PII) from' (candidate, needs reading)"
us-sc,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,not found in held text (searched 50 provisions in South Carolina's program and pointer scopes); carried by CHIP state plan section 9 (strategic objectives) and CS-series eligibility SPAs on medicaid.gov; untaken publisher families: miap_manual_docx (1 of 1 not taken); staff_training_or_forms_link (9 of 9 not taken); index https://www.scdhhs.gov/providers/manuals/sc-medicaid-policy-and-procedures-manual
us-sd,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,not found in held text (searched 46 provisions in South Dakota's program and pointer scopes); carried by CHIP state plan section 9 (strategic objectives) and CS-series eligibility SPAs on medicaid.gov; untaken publisher families: arsd_chapter (13 listed in the index; the run took 2 documents in all); index https://sdlegislature.gov/api/Rules/67:46
us-tn,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,not found in held text (searched 665 provisions in Tennessee's program and pointer scopes); carried by CHIP state plan section 9 (strategic objectives) and CS-series eligibility SPAs on medicaid.gov; untaken publisher families: tenncare_rule_chapter_pdf (22 listed in the index; the run took 1 documents in all); index https://publications.tnsosfiles.com/rules/1200/1200-13/1200-13.htm
us-tx,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-chip-state-eligibility-manual,us-tx/manual/hhs/chip/texas-works-handbook-part-d/d-1920,no,"weak (candidate) pattern matched; /privacy|confidential/: 'he supervisor if the person requests information considered confidential. Note: The member is entitled to any information used to determine suspensio' (candidate, needs reading)"
us-ut,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-chip-state-eligibility-manual,us-ut/manual/dhhs/chip/111-confidential-information/block-1,no,"weak (candidate) pattern matched; /privacy|confidential/: '111 Confidential Information' (candidate, needs reading)"
us-va,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-medicaid-state-eligibility-manual,us-va/manual/dmas/medicaid/m01/page-8,no,"weak (candidate) pattern matched; /privacy|confidential/: 'nducted in a manner which respects the personal dignity and privacy of the individual. The local agency must provide timely, accurate, and fair servic' (candidate, needs reading)"
us-vt,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-chip-state-eligibility-manual,us-vt/regulation/ahs/hbee/part-5/29.10,no,"weak (candidate) pattern matched; /privacy|confidential/: 'assisted living facility does not include 24-hour care, has privacy, a lockable door, and is a homelike setting. An IS is permitted to allocate income' (candidate, needs reading)"
us-wa,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,EXTRACTABLE,,,no,not found in held text (searched 1552 provisions in Washington's program and pointer scopes); carried by CHIP state plan section 9 (strategic objectives) and CS-series eligibility SPAs on medicaid.gov; untaken publisher families: magi_program_chapter (9 listed in the index; the run took 1 documents in all); magi_financial_eligibility_chapter (3 listed in the index; the run took 1 documents in all); magi_client_notice_chapter (; index https://www.hca.wa.gov/free-or-low-cost-health-care/i-help-others-apply-and-access-apple-health/modified-adjusted-gross-income-magi-based-programs-manual
us-wi,C-457-1110,federal_with_state_option,state eligibility manual or codified eligibility regulation,REVIEW,2026-09-10-medicaid-state-eligibility-manual,us-wi/manual/dhs/medicaid/meh-release-26-03/page-268,no,"weak (candidate) pattern matched; /privacy|confidential/: 'CVC, the applicant must sign an authorization of release of confidential information. Agencies can release information to CVC program staff about CVC' (candidate, needs reading)"
